Screen, Action, Date --- Time
Heart Rate Sensor,Killed Sensor at,08/06/2019 09:48:06.804
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 09:52:36.737
Heart Rate Sensor,Killed Sensor at,08/06/2019 09:53:06.815
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 09:57:36.739
Heart Rate Sensor,Killed Sensor at,08/06/2019 09:58:06.801
Main Activity,Restarted Estimote Timer at,08/06/2019 10:01:02.814
Estimote Timer,Started Estimote Service at,08/06/2019 10:01:02.902
Estimote Timer,No Activity at 1,08/06/2019 10:01:02.970
Estimote Sensor,Killed Sensor at,08/06/2019 10:01:17.999
Estimote Service,Killed Estimote Service at,08/06/2019 10:01:18.014
Main Activity,Failed to unregister battery information at,08/06/2019 10:01:32.812
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 10:02:36.741
Estimote Timer,Started Estimote Service at,08/06/2019 10:03:02.902
Estimote Timer,No Activity at 2,08/06/2019 10:03:02.914
Heart Rate Sensor,Killed Sensor at,08/06/2019 10:03:06.801
Estimote Sensor,Killed Sensor at,08/06/2019 10:03:17.941
Estimote Service,Killed Estimote Service at,08/06/2019 10:03:17.952
Estimote Timer,Started Estimote Service at,08/06/2019 10:05:02.903
Estimote Timer,No Activity at 3,08/06/2019 10:05:02.917
Estimote Sensor,Killed Sensor at,08/06/2019 10:05:17.943
Estimote Service,Killed Estimote Service at,08/06/2019 10:05:17.956
Estimote Timer,Started Estimote Service at,08/06/2019 10:07:02.906
Estimote Timer,No Activity at 4,08/06/2019 10:07:02.922
Estimote Sensor,Killed Sensor at,08/06/2019 10:07:17.945
Estimote Service,Killed Estimote Service at,08/06/2019 10:07:17.956
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 10:07:36.743
Heart Rate Sensor,Killed Sensor at,08/06/2019 10:08:06.815
Estimote Timer,Started Estimote Service at,08/06/2019 10:09:02.907
Estimote Timer,Starting the Estimote,08/06/2019 10:09:02.929
Estimote Sensor,Killed Sensor at,08/06/2019 10:09:17.958
Estimote Service,Killed Estimote Service at,08/06/2019 10:09:17.969
Estimote Timer,Started Estimote Service at,08/06/2019 10:11:02.908
Estimote Timer,No Activity at 1,08/06/2019 10:11:02.924
Estimote Sensor,Killed Sensor at,08/06/2019 10:11:17.951
Estimote Service,Killed Estimote Service at,08/06/2019 10:11:17.963
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 10:12:36.745
Estimote Timer,Started Estimote Service at,08/06/2019 10:13:02.909
Estimote Timer,Starting the Estimote,08/06/2019 10:13:02.929
Heart Rate Sensor,Killed Sensor at,08/06/2019 10:13:06.820
Estimote Sensor,Killed Sensor at,08/06/2019 10:13:17.959
Estimote Service,Killed Estimote Service at,08/06/2019 10:13:17.972
Estimote Timer,Started Estimote Service at,08/06/2019 10:15:02.910
Estimote Timer,No Activity at 1,08/06/2019 10:15:02.923
Estimote Sensor,Killed Sensor at,08/06/2019 10:15:17.947
Estimote Service,Killed Estimote Service at,08/06/2019 10:15:17.958
Estimote Timer,Started Estimote Service at,08/06/2019 10:17:02.912
Estimote Timer,No Activity at 2,08/06/2019 10:17:02.928
Estimote Sensor,Killed Sensor at,08/06/2019 10:17:17.959
Estimote Service,Killed Estimote Service at,08/06/2019 10:17:17.970
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 10:17:36.747
Heart Rate Sensor,Killed Sensor at,08/06/2019 10:18:06.819
Estimote Timer,Started Estimote Service at,08/06/2019 10:19:02.914
Estimote Timer,No Activity at 3,08/06/2019 10:19:02.933
Estimote Sensor,Killed Sensor at,08/06/2019 10:19:17.961
Estimote Service,Killed Estimote Service at,08/06/2019 10:19:17.974
Main Activity,Failed to unregister battery information at,08/06/2019 10:19:51.593
Estimote Timer,Started Estimote Service at,08/06/2019 10:21:02.917
Estimote Timer,No Activity at 4,08/06/2019 10:21:02.932
Estimote Sensor,Killed Sensor at,08/06/2019 10:21:17.960
Estimote Service,Killed Estimote Service at,08/06/2019 10:21:17.973
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 10:22:36.749
Estimote Timer,Started Estimote Service at,08/06/2019 10:23:02.917
Estimote Timer,Starting the Estimote,08/06/2019 10:23:02.939
Heart Rate Sensor,Killed Sensor at,08/06/2019 10:23:06.820
Main Activity,Failed to unregister battery information at,08/06/2019 10:23:12.020
Estimote Sensor,Killed Sensor at,08/06/2019 10:23:17.971
Estimote Service,Killed Estimote Service at,08/06/2019 10:23:17.986
Estimote Timer,Started Estimote Service at,08/06/2019 10:25:02.918
Estimote Timer,Starting the Estimote,08/06/2019 10:25:02.942
Estimote Sensor,Killed Sensor at,08/06/2019 10:25:17.967
Estimote Service,Killed Estimote Service at,08/06/2019 10:25:17.978
Estimote Timer,Started Estimote Service at,08/06/2019 10:27:02.920
Estimote Timer,Starting the Estimote,08/06/2019 10:27:02.943
Estimote Sensor,Killed Sensor at,08/06/2019 10:27:17.973
Estimote Service,Killed Estimote Service at,08/06/2019 10:27:17.985
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 10:27:36.750
Heart Rate Sensor,Killed Sensor at,08/06/2019 10:28:06.839
Estimote Timer,Started Estimote Service at,08/06/2019 10:29:02.922
Estimote Timer,No Activity at 1,08/06/2019 10:29:02.941
Estimote Sensor,Killed Sensor at,08/06/2019 10:29:17.970
Estimote Service,Killed Estimote Service at,08/06/2019 10:29:17.983
Estimote Timer,Started Estimote Service at,08/06/2019 10:31:02.923
Estimote Timer,No Activity at 2,08/06/2019 10:31:02.940
Estimote Sensor,Killed Sensor at,08/06/2019 10:31:17.963
Estimote Service,Killed Estimote Service at,08/06/2019 10:31:17.975
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 10:32:36.752
Estimote Timer,Started Estimote Service at,08/06/2019 10:33:02.926
Estimote Timer,No Activity at 3,08/06/2019 10:33:02.940
Heart Rate Sensor,Killed Sensor at,08/06/2019 10:33:06.824
Estimote Sensor,Killed Sensor at,08/06/2019 10:33:17.964
Estimote Service,Killed Estimote Service at,08/06/2019 10:33:17.975
Estimote Timer,Started Estimote Service at,08/06/2019 10:35:02.927
Estimote Timer,No Activity at 4,08/06/2019 10:35:02.944
Estimote Sensor,Killed Sensor at,08/06/2019 10:35:17.970
Estimote Service,Killed Estimote Service at,08/06/2019 10:35:17.984
Estimote Timer,Started Estimote Service at,08/06/2019 10:37:02.928
Estimote Timer,No Activity at 5,08/06/2019 10:37:02.941
Estimote Timer,Stopped the Estimote Timer,08/06/2019 10:37:02.950
Estimote Timer,Stopped Estimote Timer at,08/06/2019 10:37:02.963
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 10:37:36.754
Heart Rate Sensor,Killed Sensor at,08/06/2019 10:38:06.830
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 10:42:36.754
Heart Rate Sensor,Killed Sensor at,08/06/2019 10:43:06.824
Estimote Timer,Started Estimote Service at,08/06/2019 10:45:02.161
Estimote Timer,No Activity at 1,08/06/2019 10:45:02.175
Estimote Sensor,Killed Sensor at,08/06/2019 10:45:17.201
Estimote Service,Killed Estimote Service at,08/06/2019 10:45:17.212
Estimote Timer,Started Estimote Service at,08/06/2019 10:47:02.161
Estimote Timer,No Activity at 2,08/06/2019 10:47:02.176
Estimote Sensor,Killed Sensor at,08/06/2019 10:47:17.202
Estimote Service,Killed Estimote Service at,08/06/2019 10:47:17.213
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 10:47:36.756
Heart Rate Sensor,Killed Sensor at,08/06/2019 10:48:06.828
Estimote Timer,Started Estimote Service at,08/06/2019 10:49:02.163
Estimote Timer,No Activity at 3,08/06/2019 10:49:02.180
Estimote Sensor,Killed Sensor at,08/06/2019 10:49:17.219
Estimote Service,Killed Estimote Service at,08/06/2019 10:49:17.263
Estimote Timer,Started Estimote Service at,08/06/2019 10:51:02.164
Estimote Timer,No Activity at 4,08/06/2019 10:51:02.178
Estimote Sensor,Killed Sensor at,08/06/2019 10:51:17.207
Estimote Service,Killed Estimote Service at,08/06/2019 10:51:17.219
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 10:52:36.758
Estimote Timer,Started Estimote Service at,08/06/2019 10:53:02.166
Estimote Timer,No Activity at 5,08/06/2019 10:53:02.180
Estimote Timer,Stopped the Estimote Timer,08/06/2019 10:53:02.190
Estimote Timer,Stopped Estimote Timer at,08/06/2019 10:53:02.203
Heart Rate Sensor,Killed Sensor at,08/06/2019 10:53:06.820
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 10:57:36.758
Heart Rate Sensor,Killed Sensor at,08/06/2019 10:58:06.834
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 11:02:36.760
Heart Rate Sensor,Killed Sensor at,08/06/2019 11:03:06.818
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 11:07:36.770
Heart Rate Sensor,Killed Sensor at,08/06/2019 11:08:06.840
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 11:12:36.763
Heart Rate Sensor,Killed Sensor at,08/06/2019 11:13:06.824
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 11:17:36.765
Heart Rate Sensor,Killed Sensor at,08/06/2019 11:18:06.838
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 11:22:36.766
Heart Rate Sensor,Killed Sensor at,08/06/2019 11:23:06.824
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 11:27:36.767
Heart Rate Sensor,Killed Sensor at,08/06/2019 11:28:06.835
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 11:32:36.767
Heart Rate Sensor,Killed Sensor at,08/06/2019 11:33:06.826
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 11:37:36.768
Heart Rate Sensor,Killed Sensor at,08/06/2019 11:51:11.370
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 11:55:41.310
Heart Rate Sensor,Killed Sensor at,08/06/2019 11:56:11.374
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 12:00:41.312
Heart Rate Sensor,Killed Sensor at,08/06/2019 12:01:11.392
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 12:05:41.312
Heart Rate Sensor,Killed Sensor at,08/06/2019 12:06:11.374
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 12:10:41.313
Heart Rate Sensor,Killed Sensor at,08/06/2019 12:11:11.372
Estimote Timer,Started Estimote Service at,08/06/2019 12:13:03.680
Estimote Timer,No Activity at 1,08/06/2019 12:13:03.697
Estimote Sensor,Killed Sensor at,08/06/2019 12:13:18.723
Estimote Service,Killed Estimote Service at,08/06/2019 12:13:18.737
Estimote Timer,Started Estimote Service at,08/06/2019 12:15:03.679
Estimote Timer,No Activity at 2,08/06/2019 12:15:03.702
Estimote Sensor,Killed Sensor at,08/06/2019 12:15:18.730
Estimote Service,Killed Estimote Service at,08/06/2019 12:15:18.742
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 12:15:41.314
Heart Rate Sensor,Killed Sensor at,08/06/2019 12:16:11.371
Estimote Timer,Started Estimote Service at,08/06/2019 12:17:03.680
Estimote Timer,No Activity at 3,08/06/2019 12:17:03.693
Estimote Sensor,Killed Sensor at,08/06/2019 12:17:18.834
Estimote Service,Killed Estimote Service at,08/06/2019 12:17:18.847
Estimote Timer,Started Estimote Service at,08/06/2019 12:19:03.682
Estimote Timer,No Activity at 4,08/06/2019 12:19:03.696
Estimote Sensor,Killed Sensor at,08/06/2019 12:19:18.725
Estimote Service,Killed Estimote Service at,08/06/2019 12:19:18.737
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 12:20:41.315
Estimote Timer,Started Estimote Service at,08/06/2019 12:21:03.683
Estimote Timer,No Activity at 5,08/06/2019 12:21:03.697
Estimote Timer,Stopped the Estimote Timer,08/06/2019 12:21:03.707
Estimote Timer,Stopped Estimote Timer at,08/06/2019 12:21:03.719
Heart Rate Sensor,Killed Sensor at,08/06/2019 12:21:11.387
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 12:25:41.316
Heart Rate Sensor,Killed Sensor at,08/06/2019 12:26:11.380
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 12:30:41.318
Heart Rate Sensor,Killed Sensor at,08/06/2019 12:31:11.396
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 12:35:41.320
Heart Rate Sensor,Killed Sensor at,08/06/2019 12:36:11.381
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 12:40:41.321
Heart Rate Sensor,Killed Sensor at,08/06/2019 12:41:11.397
Estimote Timer,Started Estimote Service at,08/06/2019 12:42:34.304
Estimote Timer,No Activity at 1,08/06/2019 12:42:34.317
Estimote Sensor,Killed Sensor at,08/06/2019 12:42:49.343
Estimote Service,Killed Estimote Service at,08/06/2019 12:42:49.356
Estimote Timer,Started Estimote Service at,08/06/2019 12:44:34.305
Estimote Timer,No Activity at 2,08/06/2019 12:44:34.323
Estimote Sensor,Killed Sensor at,08/06/2019 12:44:49.353
Estimote Service,Killed Estimote Service at,08/06/2019 12:44:49.365
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 12:45:41.322
Heart Rate Sensor,Killed Sensor at,08/06/2019 12:46:11.393
Estimote Timer,Started Estimote Service at,08/06/2019 12:46:34.306
Estimote Timer,No Activity at 3,08/06/2019 12:46:34.319
Estimote Sensor,Killed Sensor at,08/06/2019 12:46:49.363
Estimote Service,Killed Estimote Service at,08/06/2019 12:46:49.375
Estimote Timer,Started Estimote Service at,08/06/2019 12:48:34.307
Estimote Timer,No Activity at 4,08/06/2019 12:48:34.322
Estimote Sensor,Killed Sensor at,08/06/2019 12:48:49.347
Estimote Service,Killed Estimote Service at,08/06/2019 12:48:49.359
Estimote Timer,Started Estimote Service at,08/06/2019 12:50:34.309
Estimote Timer,No Activity at 5,08/06/2019 12:50:34.325
Estimote Timer,Stopped the Estimote Timer,08/06/2019 12:50:34.335
Estimote Timer,Stopped Estimote Timer at,08/06/2019 12:50:34.348
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 12:50:41.323
Heart Rate Sensor,Killed Sensor at,08/06/2019 12:51:11.391
Estimote Timer,Started Estimote Service at,08/06/2019 12:51:19.484
Estimote Timer,No Activity at 1,08/06/2019 12:51:19.498
Estimote Sensor,Killed Sensor at,08/06/2019 12:51:34.532
Estimote Service,Killed Estimote Service at,08/06/2019 12:51:34.545
Estimote Timer,Started Estimote Service at,08/06/2019 12:53:19.484
Estimote Timer,No Activity at 2,08/06/2019 12:53:19.499
Estimote Sensor,Killed Sensor at,08/06/2019 12:53:34.529
Estimote Service,Killed Estimote Service at,08/06/2019 12:53:34.542
Estimote Timer,Started Estimote Service at,08/06/2019 12:55:19.486
Estimote Timer,No Activity at 3,08/06/2019 12:55:19.501
Estimote Sensor,Killed Sensor at,08/06/2019 12:55:34.566
Estimote Service,Killed Estimote Service at,08/06/2019 12:55:34.578
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 12:55:41.325
Heart Rate Sensor,Killed Sensor at,08/06/2019 12:56:11.392
Estimote Timer,Started Estimote Service at,08/06/2019 12:57:19.488
Estimote Timer,No Activity at 4,08/06/2019 12:57:19.502
Estimote Sensor,Killed Sensor at,08/06/2019 12:57:34.527
Estimote Service,Killed Estimote Service at,08/06/2019 12:57:34.540
Estimote Timer,Started Estimote Service at,08/06/2019 12:59:19.489
Estimote Timer,No Activity at 5,08/06/2019 12:59:19.576
Estimote Timer,Stopped the Estimote Timer,08/06/2019 12:59:19.587
Estimote Timer,Stopped Estimote Timer at,08/06/2019 12:59:19.637
Estimote Timer,Started Estimote Service at,08/06/2019 12:59:24.731
Estimote Timer,No Activity at 1,08/06/2019 12:59:24.747
Estimote Sensor,Killed Sensor at,08/06/2019 12:59:39.773
Estimote Service,Killed Estimote Service at,08/06/2019 12:59:39.786
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 13:00:41.326
Heart Rate Sensor,Killed Sensor at,08/06/2019 13:01:11.401
Estimote Timer,Started Estimote Service at,08/06/2019 13:01:24.732
Estimote Timer,No Activity at 2,08/06/2019 13:01:24.750
Estimote Sensor,Killed Sensor at,08/06/2019 13:01:39.777
Estimote Service,Killed Estimote Service at,08/06/2019 13:01:39.789
Estimote Timer,Started Estimote Service at,08/06/2019 13:03:24.734
Estimote Timer,No Activity at 3,08/06/2019 13:03:24.748
Estimote Sensor,Killed Sensor at,08/06/2019 13:03:39.775
Estimote Service,Killed Estimote Service at,08/06/2019 13:03:39.787
Estimote Timer,Started Estimote Service at,08/06/2019 13:05:24.736
Estimote Timer,Starting the Estimote,08/06/2019 13:05:24.787
Estimote Sensor,Killed Sensor at,08/06/2019 13:05:39.826
Estimote Service,Killed Estimote Service at,08/06/2019 13:05:39.837
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 13:05:41.327
Heart Rate Sensor,Killed Sensor at,08/06/2019 13:06:11.387
Estimote Timer,Started Estimote Service at,08/06/2019 13:07:24.737
Estimote Timer,No Activity at 1,08/06/2019 13:07:24.752
Estimote Sensor,Killed Sensor at,08/06/2019 13:07:39.777
Estimote Service,Killed Estimote Service at,08/06/2019 13:07:39.826
Estimote Timer,Started Estimote Service at,08/06/2019 13:09:24.739
Estimote Timer,Starting the Estimote,08/06/2019 13:09:24.759
Estimote Sensor,Killed Sensor at,08/06/2019 13:09:39.785
Estimote Service,Killed Estimote Service at,08/06/2019 13:09:39.796
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 13:10:41.330
Main Activity,Failed to unregister battery information at,08/06/2019 13:10:47.598
Heart Rate Sensor,Killed Sensor at,08/06/2019 13:11:11.392
Estimote Timer,Started Estimote Service at,08/06/2019 13:11:24.741
Estimote Timer,No Activity at 1,08/06/2019 13:11:24.754
Estimote Sensor,Killed Sensor at,08/06/2019 13:11:39.781
Estimote Service,Killed Estimote Service at,08/06/2019 13:11:39.795
Main Thread,Enabling Low Battery Warning at,08/06/2019 13:11:49.893
Main Thread,Enabling Low Battery Warning at,08/06/2019 13:11:49.965
Main Thread,Enabling Low Battery Warning at,08/06/2019 13:11:51.986
Main Thread,Enabling Low Battery Warning at,08/06/2019 13:11:52.266
Main Activity,Failed to unregister battery information at,08/06/2019 13:12:09.610
Estimote Timer,Started Estimote Service at,08/06/2019 13:13:24.743
Estimote Timer,No Activity at 2,08/06/2019 13:13:24.757
Estimote Sensor,Killed Sensor at,08/06/2019 13:13:39.783
Estimote Service,Killed Estimote Service at,08/06/2019 13:13:39.795
Estimote Timer,Started Estimote Service at,08/06/2019 13:15:24.744
Estimote Timer,No Activity at 3,08/06/2019 13:15:24.759
Estimote Sensor,Killed Sensor at,08/06/2019 13:15:39.785
Estimote Service,Killed Estimote Service at,08/06/2019 13:15:39.796
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 13:15:41.331
Heart Rate Sensor,Killed Sensor at,08/06/2019 13:16:11.408
Estimote Timer,Started Estimote Service at,08/06/2019 13:17:24.744
Estimote Timer,Starting the Estimote,08/06/2019 13:17:24.766
Estimote Sensor,Killed Sensor at,08/06/2019 13:17:39.792
Estimote Service,Killed Estimote Service at,08/06/2019 13:17:39.803
Estimote Timer,Started Estimote Service at,08/06/2019 13:19:24.745
Estimote Timer,No Activity at 1,08/06/2019 13:19:24.774
Estimote Sensor,Killed Sensor at,08/06/2019 13:19:39.799
Estimote Service,Killed Estimote Service at,08/06/2019 13:19:39.812
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 13:20:41.333
Heart Rate Sensor,Killed Sensor at,08/06/2019 13:21:11.403
Estimote Timer,Started Estimote Service at,08/06/2019 13:21:24.747
Estimote Timer,No Activity at 2,08/06/2019 13:21:24.763
Estimote Sensor,Killed Sensor at,08/06/2019 13:21:39.790
Estimote Service,Killed Estimote Service at,08/06/2019 13:21:39.803
Main Thread,Enabling Low Battery Warning at,08/06/2019 13:21:50.085
Main Thread,Enabling Low Battery Warning at,08/06/2019 13:21:50.152
Main Thread,Enabling Low Battery Warning at,08/06/2019 13:21:52.199
Main Thread,Enabling Low Battery Warning at,08/06/2019 13:21:52.490
Main Activity,Failed to unregister battery information at,08/06/2019 13:22:02.511
Estimote Timer,Started Estimote Service at,08/06/2019 13:23:24.749
Estimote Timer,No Activity at 3,08/06/2019 13:23:24.763
Estimote Sensor,Killed Sensor at,08/06/2019 13:23:39.785
Estimote Service,Killed Estimote Service at,08/06/2019 13:23:39.799
Estimote Timer,Started Estimote Service at,08/06/2019 13:25:24.751
Estimote Timer,No Activity at 4,08/06/2019 13:25:24.765
Estimote Sensor,Killed Sensor at,08/06/2019 13:25:39.788
Estimote Service,Killed Estimote Service at,08/06/2019 13:25:39.798
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 13:25:41.334
Heart Rate Sensor,Killed Sensor at,08/06/2019 13:26:11.419
Estimote Timer,Started Estimote Service at,08/06/2019 13:27:24.754
Estimote Timer,No Activity at 5,08/06/2019 13:27:24.768
Estimote Timer,Stopped the Estimote Timer,08/06/2019 13:27:24.780
Estimote Timer,Stopped Estimote Timer at,08/06/2019 13:27:24.793
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 13:30:41.335
Heart Rate Sensor,Killed Sensor at,08/06/2019 13:31:11.411
Main Thread,Enabling Low Battery Warning at,08/06/2019 13:31:50.306
Main Thread,Enabling Low Battery Warning at,08/06/2019 13:31:50.408
Main Thread,Enabling Low Battery Warning at,08/06/2019 13:31:52.410
Main Thread,Enabling Low Battery Warning at,08/06/2019 13:31:52.676
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 13:35:41.337
Heart Rate Sensor,Killed Sensor at,08/06/2019 13:36:11.420
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 13:40:41.337
Heart Rate Sensor,Killed Sensor at,08/06/2019 13:41:11.410
Main Thread,Enabling Low Battery Warning at,08/06/2019 13:41:50.524
Main Thread,Enabling Low Battery Warning at,08/06/2019 13:41:50.595
Main Thread,Enabling Low Battery Warning at,08/06/2019 13:41:52.610
Main Thread,Enabling Low Battery Warning at,08/06/2019 13:41:52.877
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 13:45:41.339
Heart Rate Sensor,Killed Sensor at,08/06/2019 13:46:11.411
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 13:50:41.340
Heart Rate Sensor,Killed Sensor at,08/06/2019 13:51:11.413
Main Thread,Enabling Low Battery Warning at,08/06/2019 13:51:50.721
Main Thread,Enabling Low Battery Warning at,08/06/2019 13:51:50.765
Main Thread,Enabling Low Battery Warning at,08/06/2019 13:51:52.830
Main Thread,Enabling Low Battery Warning at,08/06/2019 13:51:53.072
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 13:55:41.342
Heart Rate Sensor,Killed Sensor at,08/06/2019 13:56:11.414
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 14:00:41.343
Heart Rate Sensor,Killed Sensor at,08/06/2019 14:01:11.420
Main Thread,Enabling Low Battery Warning at,08/06/2019 14:01:50.911
Main Thread,Enabling Low Battery Warning at,08/06/2019 14:01:50.957
Main Thread,Enabling Low Battery Warning at,08/06/2019 14:01:53.053
Main Thread,Enabling Low Battery Warning at,08/06/2019 14:01:53.279
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 14:05:41.344
Heart Rate Sensor,Killed Sensor at,08/06/2019 14:06:11.417
Main Activity,Restarted Estimote Timer at,08/06/2019 14:06:53.974
Estimote Timer,Started Estimote Service at,08/06/2019 14:06:54.106
Estimote Timer,Starting the Estimote,08/06/2019 14:06:54.161
Main Activity,Failed to unregister battery information at,08/06/2019 14:06:54.550
Estimote Sensor,Killed Sensor at,08/06/2019 14:07:09.261
Estimote Service,Killed Estimote Service at,08/06/2019 14:07:09.274
Main Thread,Enabled Bluetooth at,08/06/2019 14:07:33.166
Main Thread,Enabled Bluetooth at,08/06/2019 14:07:33.394
Main Activity,Started Heart Rate Timer at,08/06/2019 15:18:38.153
Main Activity,Started Accelerometer Sensor at,08/06/2019 15:18:38.205
Main Activity,Started Pedometer Sensor at,08/06/2019 15:18:38.246
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 15:18:38.635
Estimote Timer,Started Estimote Service at,08/06/2019 15:18:38.836
Estimote Timer,No Activity at 1,08/06/2019 15:18:38.985
Main Thread,Enabled an Internet Connection at,08/06/2019 15:18:45.160
Sleep Button,Stopped Heart Rate Sensor while charging at,08/06/2019 15:18:45.365
Sleep Button,Stopped Accelerometer Sensor while charging at,08/06/2019 15:18:45.367
Sleep Button,Stopped Estimote Sensor while charging at,08/06/2019 15:18:45.368
Main Activity,Restarted Heart Rate Timer at,08/06/2019 15:18:46.634
Main Activity,Restarted Accelerometer Sensor at,08/06/2019 15:18:46.665
Main Activity,Restarted Estimote Timer at,08/06/2019 15:18:46.705
Estimote Timer,Stopped Estimote Timer at,08/06/2019 15:18:46.891
Estimote Timer Service,Stopped Estimote Timer Service at,08/06/2019 15:18:46.919
Heart Rate Timer Service,Stopped Heart Rate Sensor at,08/06/2019 15:18:48.846
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 15:18:49.037
Estimote Timer,Started Estimote Service at,08/06/2019 15:18:49.123
Estimote Service,Killed Estimote Service at,08/06/2019 15:18:49.124
Estimote Timer,No Activity at 1,08/06/2019 15:18:49.216
Estimote Sensor,Killed Sensor at,08/06/2019 15:19:04.516
Estimote Service,Killed Estimote Service at,08/06/2019 15:19:04.574
Heart Rate Sensor,Killed Sensor at,08/06/2019 15:19:19.307
Estimote Timer,Started Estimote Service at,08/06/2019 15:20:49.124
Estimote Timer,No Activity at 2,08/06/2019 15:20:49.139
Estimote Sensor,Killed Sensor at,08/06/2019 15:21:04.178
Estimote Service,Killed Estimote Service at,08/06/2019 15:21:04.192
Estimote Timer,Started Estimote Service at,08/06/2019 15:22:49.124
Estimote Timer,No Activity at 3,08/06/2019 15:22:49.141
Estimote Sensor,Killed Sensor at,08/06/2019 15:23:04.169
Estimote Service,Killed Estimote Service at,08/06/2019 15:23:04.183
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 15:23:49.037
Heart Rate Sensor,Killed Sensor at,08/06/2019 15:24:19.128
Estimote Timer,Started Estimote Service at,08/06/2019 15:24:49.125
Estimote Timer,No Activity at 4,08/06/2019 15:24:49.138
Estimote Sensor,Killed Sensor at,08/06/2019 15:25:04.168
Estimote Service,Killed Estimote Service at,08/06/2019 15:25:04.180
Estimote Timer,Started Estimote Service at,08/06/2019 15:26:49.126
Estimote Timer,No Activity at 5,08/06/2019 15:26:49.141
Estimote Timer,Stopped the Estimote Timer,08/06/2019 15:26:49.151
Estimote Timer,Stopped Estimote Timer at,08/06/2019 15:26:49.163
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 15:28:49.037
Heart Rate Sensor,Killed Sensor at,08/06/2019 15:29:19.109
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 15:33:49.038
Heart Rate Sensor,Killed Sensor at,08/06/2019 15:34:19.102
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 15:38:49.039
Heart Rate Sensor,Killed Sensor at,08/06/2019 15:39:19.104
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 15:43:49.040
Heart Rate Sensor,Killed Sensor at,08/06/2019 15:44:19.108
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 15:48:49.042
Heart Rate Sensor,Killed Sensor at,08/06/2019 15:49:19.130
