Screen, Action, Date --- Time
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 03:14:26.740
Heart Rate Sensor,Killed Sensor at,08/06/2019 03:14:56.810
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 03:19:26.740
Heart Rate Sensor,Killed Sensor at,08/06/2019 03:19:56.812
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 03:24:26.741
Heart Rate Sensor,Killed Sensor at,08/06/2019 03:24:56.814
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 03:29:26.743
Heart Rate Sensor,Killed Sensor at,08/06/2019 03:29:56.813
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 03:34:26.744
Heart Rate Sensor,Killed Sensor at,08/06/2019 03:34:56.814
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 03:39:26.745
Heart Rate Sensor,Killed Sensor at,08/06/2019 03:39:56.819
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 03:44:26.747
Heart Rate Sensor,Killed Sensor at,08/06/2019 03:44:56.815
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 03:49:26.749
Heart Rate Sensor,Killed Sensor at,08/06/2019 03:49:56.824
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 03:54:26.750
Heart Rate Sensor,Killed Sensor at,08/06/2019 03:54:56.818
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 03:59:26.752
Heart Rate Sensor,Killed Sensor at,08/06/2019 03:59:56.820
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 04:04:26.753
Heart Rate Sensor,Killed Sensor at,08/06/2019 04:04:56.817
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 04:09:26.753
Heart Rate Sensor,Killed Sensor at,08/06/2019 04:09:56.822
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 04:14:26.756
Heart Rate Sensor,Killed Sensor at,08/06/2019 04:14:56.822
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 04:19:26.757
Heart Rate Sensor,Killed Sensor at,08/06/2019 04:19:56.835
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 04:24:26.757
Heart Rate Sensor,Killed Sensor at,08/06/2019 04:24:56.828
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 04:29:26.757
Heart Rate Sensor,Killed Sensor at,08/06/2019 04:29:56.826
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 04:34:26.757
Heart Rate Sensor,Killed Sensor at,08/06/2019 04:34:56.825
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 04:39:26.758
Heart Rate Sensor,Killed Sensor at,08/06/2019 04:39:56.828
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 04:44:26.760
Heart Rate Sensor,Killed Sensor at,08/06/2019 04:44:56.826
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 04:49:26.763
Heart Rate Sensor,Killed Sensor at,08/06/2019 04:49:56.834
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 04:54:26.763
Heart Rate Sensor,Killed Sensor at,08/06/2019 04:54:56.827
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 04:59:26.764
Heart Rate Sensor,Killed Sensor at,08/06/2019 04:59:56.833
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 05:04:26.766
Heart Rate Sensor,Killed Sensor at,08/06/2019 05:04:56.833
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 05:09:26.767
Heart Rate Sensor,Killed Sensor at,08/06/2019 05:09:56.835
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 05:14:26.769
Heart Rate Sensor,Killed Sensor at,08/06/2019 05:14:56.830
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 05:19:26.769
Heart Rate Sensor,Killed Sensor at,08/06/2019 05:19:56.847
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 05:24:26.769
Heart Rate Sensor,Killed Sensor at,08/06/2019 05:24:56.831
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 05:29:26.771
Heart Rate Sensor,Killed Sensor at,08/06/2019 05:29:56.841
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 05:34:26.773
Heart Rate Sensor,Killed Sensor at,08/06/2019 05:34:56.842
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 05:39:26.775
Heart Rate Sensor,Killed Sensor at,08/06/2019 05:39:56.842
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 05:44:26.776
Heart Rate Sensor,Killed Sensor at,08/06/2019 05:44:56.835
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 05:49:26.777
Heart Rate Sensor,Killed Sensor at,08/06/2019 05:49:56.847
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 05:54:26.778
Heart Rate Sensor,Killed Sensor at,08/06/2019 05:54:56.844
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 05:59:26.780
Heart Rate Sensor,Killed Sensor at,08/06/2019 05:59:56.849
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 06:04:26.781
Heart Rate Sensor,Killed Sensor at,08/06/2019 06:04:56.846
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 06:09:26.781
Heart Rate Sensor,Killed Sensor at,08/06/2019 06:09:56.845
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 06:14:26.783
Heart Rate Sensor,Killed Sensor at,08/06/2019 06:14:56.852
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 06:19:26.784
Heart Rate Sensor,Killed Sensor at,08/06/2019 06:19:56.854
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 06:24:26.785
Heart Rate Sensor,Killed Sensor at,08/06/2019 06:24:56.853
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 06:29:26.786
Heart Rate Sensor,Killed Sensor at,08/06/2019 06:29:56.854
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 06:34:26.786
Heart Rate Sensor,Killed Sensor at,08/06/2019 06:34:56.849
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 06:39:26.788
Heart Rate Sensor,Killed Sensor at,08/06/2019 06:39:56.857
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 06:44:26.789
Heart Rate Sensor,Killed Sensor at,08/06/2019 06:44:56.859
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 06:49:26.790
Heart Rate Sensor,Killed Sensor at,08/06/2019 06:49:56.857
Main Activity,Restarted Estimote Timer at,08/06/2019 06:50:30.200
Estimote Timer,Started Estimote Service at,08/06/2019 06:50:30.884
Estimote Timer,No Activity at 1,08/06/2019 06:50:30.899
Main Thread,Wifi is disabled at,08/06/2019 06:50:42.364
Sleep Button,Stopped Heart Rate Sensor while NOT charging at,08/06/2019 06:50:42.384
Sleep Button,Stopped Accelerometer Sensor while NOT charging at,08/06/2019 06:50:42.385
Sleep Button,Stopped Estimote Sensor while NOT charging at,08/06/2019 06:50:42.386
Estimote Timer,Stopped Estimote Timer at,08/06/2019 06:50:42.456
Estimote Sensor,Killed Sensor at,08/06/2019 06:50:45.925
Estimote Service,Killed Estimote Service at,08/06/2019 06:50:45.937
Main Thread,Wifi is disabled at,08/06/2019 06:50:55.124
Sleep Button,Started Heart Rate Sensor while NOT charging at,08/06/2019 06:50:55.145
Sleep Button,Started Accelerometer Sensor while NOT charging at,08/06/2019 06:50:55.145
Sleep Button,Started Estimote Sensor while NOT charging at,08/06/2019 06:50:55.146
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 06:50:55.210
Estimote Timer,Started Estimote Service at,08/06/2019 06:50:55.263
Estimote Timer,No Activity at 1,08/06/2019 06:50:55.282
Main Thread,Wifi is disabled at,08/06/2019 06:50:57.030
Sleep Button,Stopped Heart Rate Sensor while NOT charging at,08/06/2019 06:50:57.055
Sleep Button,Stopped Accelerometer Sensor while NOT charging at,08/06/2019 06:50:57.057
Sleep Button,Stopped Estimote Sensor while NOT charging at,08/06/2019 06:50:57.057
Heart Rate Timer Service,Stopped Heart Rate Sensor at,08/06/2019 06:50:57.228
Estimote Timer,Stopped Estimote Timer at,08/06/2019 06:50:57.318
Main Activity,Restarted Heart Rate Timer at,08/06/2019 06:51:02.341
Main Activity,Restarted Accelerometer Sensor at,08/06/2019 06:51:02.360
Main Activity,Restarted Estimote Timer at,08/06/2019 06:51:02.379
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 06:51:02.432
Estimote Timer,Started Estimote Service at,08/06/2019 06:51:02.514
Estimote Timer,No Activity at 1,08/06/2019 06:51:02.526
Main Activity,Failed to unregister battery information at,08/06/2019 06:51:03.339
Estimote Sensor,Killed Sensor at,08/06/2019 06:51:10.315
Estimote Service,Killed Estimote Service at,08/06/2019 06:51:10.327
Main Activity,Failed to unregister battery information at,08/06/2019 06:51:20.368
Heart Rate Sensor,Killed Sensor at,08/06/2019 06:51:32.555
Estimote Timer,Started Estimote Service at,08/06/2019 06:53:02.514
Estimote Timer,No Activity at 2,08/06/2019 06:53:02.528
Estimote Sensor,Killed Sensor at,08/06/2019 06:53:17.623
Estimote Service,Killed Estimote Service at,08/06/2019 06:53:17.635
Estimote Timer,Started Estimote Service at,08/06/2019 06:55:02.514
Estimote Timer,No Activity at 3,08/06/2019 06:55:02.528
Estimote Sensor,Killed Sensor at,08/06/2019 06:55:17.550
Estimote Service,Killed Estimote Service at,08/06/2019 06:55:17.562
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 06:56:02.432
Heart Rate Sensor,Killed Sensor at,08/06/2019 06:56:32.501
Estimote Timer,Started Estimote Service at,08/06/2019 06:57:02.515
Estimote Timer,No Activity at 4,08/06/2019 06:57:02.529
Estimote Sensor,Killed Sensor at,08/06/2019 06:57:17.552
Estimote Service,Killed Estimote Service at,08/06/2019 06:57:17.564
Estimote Timer,Started Estimote Service at,08/06/2019 06:59:02.515
Estimote Timer,No Activity at 5,08/06/2019 06:59:02.529
Estimote Timer,Stopped the Estimote Timer,08/06/2019 06:59:02.536
Estimote Timer,Stopped Estimote Timer at,08/06/2019 06:59:02.545
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 07:01:02.433
Heart Rate Sensor,Killed Sensor at,08/06/2019 07:01:32.491
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 07:06:02.434
Main Activity,Started Heart Rate Timer at,08/06/2019 07:06:31.616
Main Activity,Started Accelerometer Sensor at,08/06/2019 07:06:31.658
Main Activity,Started Pedometer Sensor at,08/06/2019 07:06:31.689
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 07:06:31.942
Estimote Timer,Started Estimote Service at,08/06/2019 07:06:32.202
Estimote Timer,No Activity at 1,08/06/2019 07:06:32.242
Main Thread,Uploading to BESI Basestation at,08/06/2019 07:06:36.641
Main Thread,Enabled an Internet Connection at,08/06/2019 07:06:36.674
Sleep Button,Stopped Heart Rate Sensor while charging at,08/06/2019 07:06:36.717
Sleep Button,Stopped Accelerometer Sensor while charging at,08/06/2019 07:06:36.720
Sleep Button,Stopped Estimote Sensor while charging at,08/06/2019 07:06:36.722
Estimote Timer,Stopped Estimote Timer at,08/06/2019 07:06:37.013
Heart Rate Timer Service,Stopped Heart Rate Sensor at,08/06/2019 07:06:37.044
Estimote Sensor,Killed Sensor at,08/06/2019 07:06:47.862
Estimote Service,Killed Estimote Service at,08/06/2019 07:06:47.879
Main Activity,Failed to unregister battery information at,08/06/2019 07:07:08.957
Main Activity,Restarted Heart Rate Timer at,08/06/2019 15:15:14.392
Main Activity,Restarted Accelerometer Sensor at,08/06/2019 15:15:14.437
Main Activity,Restarted Estimote Timer at,08/06/2019 15:15:14.454
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 15:15:14.570
Estimote Timer,Started Estimote Service at,08/06/2019 15:15:14.633
Estimote Timer,No Activity at 1,08/06/2019 15:15:14.651
Main Activity,Failed to unregister battery information at,08/06/2019 15:15:18.332
Estimote Sensor,Killed Sensor at,08/06/2019 15:15:29.733
Estimote Service,Killed Estimote Service at,08/06/2019 15:15:29.746
Heart Rate Sensor,Killed Sensor at,08/06/2019 15:15:44.717
Estimote Timer,Started Estimote Service at,08/06/2019 15:17:14.633
Estimote Timer,No Activity at 2,08/06/2019 15:17:14.648
Estimote Sensor,Killed Sensor at,08/06/2019 15:17:29.672
Estimote Service,Killed Estimote Service at,08/06/2019 15:17:29.686
Estimote Timer,Started Estimote Service at,08/06/2019 15:19:14.634
Estimote Timer,No Activity at 3,08/06/2019 15:19:14.648
Estimote Sensor,Killed Sensor at,08/06/2019 15:19:29.669
Estimote Service,Killed Estimote Service at,08/06/2019 15:19:29.680
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 15:20:14.571
Heart Rate Sensor,Killed Sensor at,08/06/2019 15:20:44.643
Estimote Timer,Started Estimote Service at,08/06/2019 15:21:14.635
Estimote Timer,No Activity at 4,08/06/2019 15:21:14.648
Estimote Sensor,Killed Sensor at,08/06/2019 15:21:29.673
Estimote Service,Killed Estimote Service at,08/06/2019 15:21:29.691
Estimote Timer,Started Estimote Service at,08/06/2019 15:23:14.636
Estimote Timer,No Activity at 5,08/06/2019 15:23:14.649
Estimote Timer,Stopped the Estimote Timer,08/06/2019 15:23:14.660
Estimote Timer,Stopped Estimote Timer at,08/06/2019 15:23:14.670
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 15:25:14.572
Heart Rate Sensor,Killed Sensor at,08/06/2019 15:25:44.634
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 15:30:14.572
Heart Rate Sensor,Killed Sensor at,08/06/2019 15:30:44.642
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 15:35:14.573
Heart Rate Sensor,Killed Sensor at,08/06/2019 15:35:44.648
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 15:40:14.580
Heart Rate Sensor,Killed Sensor at,08/06/2019 15:40:44.651
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 15:45:14.575
Heart Rate Sensor,Killed Sensor at,08/06/2019 15:45:44.644
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 15:50:14.576
Heart Rate Sensor,Killed Sensor at,08/06/2019 15:50:44.642
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 15:55:14.577
Heart Rate Sensor,Killed Sensor at,08/06/2019 15:55:44.645
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 16:00:14.577
Heart Rate Sensor,Killed Sensor at,08/06/2019 16:00:44.653
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 16:05:14.585
Heart Rate Sensor,Killed Sensor at,08/06/2019 16:05:44.646
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 16:10:14.585
Heart Rate Sensor,Killed Sensor at,08/06/2019 16:10:44.648
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 16:15:14.586
Heart Rate Sensor,Killed Sensor at,08/06/2019 16:15:44.653
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 16:20:17.936
Heart Rate Sensor,Killed Sensor at,08/06/2019 16:20:48.005
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 16:25:17.937
Heart Rate Sensor,Killed Sensor at,08/06/2019 16:25:47.997
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 16:30:17.938
Heart Rate Sensor,Killed Sensor at,08/06/2019 16:30:48.005
Main Thread,Wifi is disabled at,08/06/2019 16:54:17.987
Sleep Button,Stopped Heart Rate Sensor while NOT charging at,08/06/2019 16:54:18.010
Sleep Button,Stopped Accelerometer Sensor while NOT charging at,08/06/2019 16:54:18.012
Sleep Button,Stopped Estimote Sensor while NOT charging at,08/06/2019 16:54:18.013
Estimote Timer,Started Estimote Service at,08/06/2019 16:54:18.075
Estimote Timer,Stopped Estimote Timer at,08/06/2019 16:54:18.086
Estimote Timer,No Activity at 1,08/06/2019 16:54:18.103
Estimote Sensor,Killed Sensor at,08/06/2019 16:54:36.256
Estimote Service,Killed Estimote Service at,08/06/2019 16:54:36.268
Main Thread,Wifi is disabled at,08/06/2019 16:54:48.983
Sleep Button,Started Heart Rate Sensor while NOT charging at,08/06/2019 16:54:49.004
Sleep Button,Started Accelerometer Sensor while NOT charging at,08/06/2019 16:54:49.005
Sleep Button,Started Estimote Sensor while NOT charging at,08/06/2019 16:54:49.006
Estimote Timer,Started Estimote Service at,08/06/2019 16:54:49.061
Estimote Timer,No Activity at 1,08/06/2019 16:54:49.078
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 16:54:49.078
Estimote Timer,Started Estimote Service at,08/06/2019 16:54:49.122
Estimote Timer,No Activity at 2,08/06/2019 16:54:49.144
Estimote Sensor,Killed Sensor at,08/06/2019 16:55:04.132
Estimote Service,Killed Estimote Service at,08/06/2019 16:55:04.142
Heart Rate Sensor,Killed Sensor at,08/06/2019 16:55:19.186
Estimote Timer,Started Estimote Service at,08/06/2019 16:56:49.060
Estimote Timer,No Activity at 3,08/06/2019 16:56:49.075
Estimote Timer,Started Estimote Service at,08/06/2019 16:56:49.122
Estimote Timer,No Activity at 4,08/06/2019 16:56:49.135
Estimote Sensor,Killed Sensor at,08/06/2019 16:57:04.099
Estimote Service,Killed Estimote Service at,08/06/2019 16:57:04.111
Estimote Timer,Started Estimote Service at,08/06/2019 16:58:49.062
Estimote Timer,No Activity at 5,08/06/2019 16:58:49.076
Estimote Timer,Stopped the Estimote Timer,08/06/2019 16:58:49.086
Estimote Timer,Stopped Estimote Timer at,08/06/2019 16:58:49.094
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 16:59:49.081
Heart Rate Sensor,Killed Sensor at,08/06/2019 17:00:19.144
Estimote Timer,Started Estimote Service at,08/06/2019 17:04:39.134
Estimote Timer,No Activity at 1,08/06/2019 17:04:39.147
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 17:04:49.088
Estimote Sensor,Killed Sensor at,08/06/2019 17:04:54.176
Estimote Service,Killed Estimote Service at,08/06/2019 17:04:54.188
Heart Rate Sensor,Killed Sensor at,08/06/2019 17:05:19.171
Estimote Timer,Started Estimote Service at,08/06/2019 17:06:39.134
Estimote Timer,No Activity at 2,08/06/2019 17:06:39.155
Estimote Sensor,Killed Sensor at,08/06/2019 17:06:54.177
Estimote Service,Killed Estimote Service at,08/06/2019 17:06:54.189
Estimote Timer,Started Estimote Service at,08/06/2019 17:08:39.136
Estimote Timer,No Activity at 3,08/06/2019 17:08:39.150
Estimote Sensor,Killed Sensor at,08/06/2019 17:08:54.184
Estimote Service,Killed Estimote Service at,08/06/2019 17:08:54.201
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 17:09:49.089
Heart Rate Sensor,Killed Sensor at,08/06/2019 17:10:19.157
Estimote Timer,Started Estimote Service at,08/06/2019 17:10:39.138
Estimote Timer,No Activity at 4,08/06/2019 17:10:39.153
Estimote Sensor,Killed Sensor at,08/06/2019 17:10:54.178
Estimote Service,Killed Estimote Service at,08/06/2019 17:10:54.189
Estimote Timer,Started Estimote Service at,08/06/2019 17:12:39.139
Estimote Timer,No Activity at 5,08/06/2019 17:12:39.153
Estimote Timer,Stopped the Estimote Timer,08/06/2019 17:12:39.161
Estimote Timer,Stopped Estimote Timer at,08/06/2019 17:12:39.171
Estimote Timer,Started Estimote Service at,08/06/2019 17:14:09.271
Estimote Timer,No Activity at 1,08/06/2019 17:14:09.287
Estimote Sensor,Killed Sensor at,08/06/2019 17:14:24.309
Estimote Service,Killed Estimote Service at,08/06/2019 17:14:24.321
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 17:14:49.090
Heart Rate Sensor,Killed Sensor at,08/06/2019 17:15:19.156
Estimote Timer,Started Estimote Service at,08/06/2019 17:16:09.272
Estimote Timer,No Activity at 2,08/06/2019 17:16:09.287
Estimote Sensor,Killed Sensor at,08/06/2019 17:16:24.310
Estimote Service,Killed Estimote Service at,08/06/2019 17:16:24.321
Estimote Timer,Started Estimote Service at,08/06/2019 17:18:09.273
Estimote Timer,No Activity at 3,08/06/2019 17:18:09.288
Estimote Sensor,Killed Sensor at,08/06/2019 17:18:24.312
Estimote Service,Killed Estimote Service at,08/06/2019 17:18:24.325
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 17:19:49.091
Estimote Timer,Started Estimote Service at,08/06/2019 17:20:09.275
Estimote Timer,No Activity at 4,08/06/2019 17:20:09.285
Heart Rate Sensor,Killed Sensor at,08/06/2019 17:20:19.157
Main Activity,Failed to unregister battery information at,08/06/2019 17:20:23.368
Estimote Sensor,Killed Sensor at,08/06/2019 17:20:24.306
Estimote Service,Killed Estimote Service at,08/06/2019 17:20:24.328
Followup EMA Scheduler Timer,(Re)Initiated at,08/06/2019 17:20:56.258
Followup EMA Scheduler Timer,Failed to Cancel at,08/06/2019 17:20:56.271
Estimote Timer,Started Estimote Service at,08/06/2019 17:22:09.275
Estimote Timer,No Activity at 5,08/06/2019 17:22:09.289
Estimote Timer,Stopped the Estimote Timer,08/06/2019 17:22:09.298
Estimote Timer,Stopped Estimote Timer at,08/06/2019 17:22:09.310
Estimote Timer,Started Estimote Service at,08/06/2019 17:22:19.402
Estimote Timer,No Activity at 1,08/06/2019 17:22:19.418
Estimote Sensor,Killed Sensor at,08/06/2019 17:22:34.438
Estimote Service,Killed Estimote Service at,08/06/2019 17:22:34.452
Estimote Timer,Started Estimote Service at,08/06/2019 17:24:19.402
Estimote Timer,No Activity at 2,08/06/2019 17:24:19.413
Estimote Sensor,Killed Sensor at,08/06/2019 17:24:34.434
Estimote Service,Killed Estimote Service at,08/06/2019 17:24:34.445
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 17:24:49.092
Heart Rate Sensor,Killed Sensor at,08/06/2019 17:25:19.165
Estimote Timer,Started Estimote Service at,08/06/2019 17:26:19.402
Estimote Timer,No Activity at 3,08/06/2019 17:26:19.415
Estimote Sensor,Killed Sensor at,08/06/2019 17:26:34.436
Estimote Service,Killed Estimote Service at,08/06/2019 17:26:34.447
Estimote Timer,Started Estimote Service at,08/06/2019 17:28:19.403
Estimote Timer,No Activity at 4,08/06/2019 17:28:19.417
Estimote Sensor,Killed Sensor at,08/06/2019 17:28:34.440
Estimote Service,Killed Estimote Service at,08/06/2019 17:28:34.450
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 17:29:49.093
Heart Rate Sensor,Killed Sensor at,08/06/2019 17:30:19.164
Estimote Timer,Started Estimote Service at,08/06/2019 17:30:19.403
Estimote Timer,No Activity at 5,08/06/2019 17:30:19.418
Estimote Timer,Stopped the Estimote Timer,08/06/2019 17:30:19.427
Estimote Timer,Stopped Estimote Timer at,08/06/2019 17:30:19.438
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 17:34:49.094
Heart Rate Sensor,Killed Sensor at,08/06/2019 17:35:19.160
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 17:39:49.095
Heart Rate Sensor,Killed Sensor at,08/06/2019 17:40:19.158
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 17:44:49.096
Heart Rate Sensor,Killed Sensor at,08/06/2019 17:45:19.166
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 17:49:49.097
Heart Rate Sensor,Killed Sensor at,08/06/2019 17:50:19.164
Followup EMA Timer Scheduler,Started at,08/06/2019 17:50:56.288
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 17:54:49.099
Heart Rate Sensor,Killed Sensor at,08/06/2019 17:55:19.166
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 17:59:49.100
Heart Rate Sensor,Killed Sensor at,08/06/2019 18:00:19.166
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 18:04:49.101
Heart Rate Sensor,Killed Sensor at,08/06/2019 18:05:19.171
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 18:09:49.103
Heart Rate Sensor,Killed Sensor at,08/06/2019 18:10:19.173
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 18:11:12.558
Estimote Timer,Started Estimote Service at,08/06/2019 18:11:13.417
Estimote Timer,No Activity at 1,08/06/2019 18:11:13.441
Estimote Sensor,Killed Sensor at,08/06/2019 18:11:28.964
Estimote Service,Killed Estimote Service at,08/06/2019 18:11:28.980
Heart Rate Sensor,Killed Sensor at,08/06/2019 18:11:42.888
Main Activity,Failed to unregister battery information at,08/06/2019 18:11:44.012
Estimote Timer,Started Estimote Service at,08/06/2019 18:13:13.417
Estimote Timer,No Activity at 2,08/06/2019 18:13:13.434
Estimote Sensor,Killed Sensor at,08/06/2019 18:13:28.468
Estimote Service,Killed Estimote Service at,08/06/2019 18:13:28.484
Estimote Timer,Started Estimote Service at,08/06/2019 18:15:13.419
Estimote Timer,No Activity at 3,08/06/2019 18:15:13.436
Estimote Sensor,Killed Sensor at,08/06/2019 18:15:28.464
Estimote Service,Killed Estimote Service at,08/06/2019 18:15:28.479
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 18:16:12.545
Heart Rate Sensor,Killed Sensor at,08/06/2019 18:16:42.637
Estimote Timer,Started Estimote Service at,08/06/2019 18:17:13.420
Estimote Timer,No Activity at 4,08/06/2019 18:17:13.437
Estimote Sensor,Killed Sensor at,08/06/2019 18:17:28.465
Estimote Service,Killed Estimote Service at,08/06/2019 18:17:28.479
Estimote Timer,Started Estimote Service at,08/06/2019 18:19:13.421
Estimote Timer,No Activity at 5,08/06/2019 18:19:13.436
Estimote Timer,Stopped the Estimote Timer,08/06/2019 18:19:13.446
Estimote Timer,Stopped Estimote Timer at,08/06/2019 18:19:13.456
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 18:21:12.545
Heart Rate Sensor,Killed Sensor at,08/06/2019 18:21:42.618
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 18:26:12.546
Main Activity,Restarted Estimote Timer at,08/06/2019 18:26:42.003
Estimote Timer,Started Estimote Service at,08/06/2019 18:26:42.122
Estimote Timer,No Activity at 1,08/06/2019 18:26:42.185
Heart Rate Sensor,Killed Sensor at,08/06/2019 18:26:42.614
Main Activity,Failed to unregister battery information at,08/06/2019 18:26:44.819
Estimote Sensor,Killed Sensor at,08/06/2019 18:26:57.220
Estimote Service,Killed Estimote Service at,08/06/2019 18:26:57.233
Main Activity,Failed to unregister battery information at,08/06/2019 18:27:20.379
Estimote Timer,Started Estimote Service at,08/06/2019 18:28:42.123
Estimote Timer,No Activity at 2,08/06/2019 18:28:42.136
Estimote Sensor,Killed Sensor at,08/06/2019 18:28:57.162
Estimote Service,Killed Estimote Service at,08/06/2019 18:28:57.173
Estimote Timer,Started Estimote Service at,08/06/2019 18:30:42.124
Estimote Timer,No Activity at 3,08/06/2019 18:30:42.137
Estimote Sensor,Killed Sensor at,08/06/2019 18:30:57.163
Estimote Service,Killed Estimote Service at,08/06/2019 18:30:57.174
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 18:31:12.547
Heart Rate Sensor,Killed Sensor at,08/06/2019 18:31:42.621
Estimote Timer,Started Estimote Service at,08/06/2019 18:32:42.124
Estimote Timer,No Activity at 4,08/06/2019 18:32:42.135
Estimote Sensor,Killed Sensor at,08/06/2019 18:32:57.159
Estimote Service,Killed Estimote Service at,08/06/2019 18:32:57.169
Estimote Timer,Started Estimote Service at,08/06/2019 18:34:42.125
Estimote Timer,No Activity at 5,08/06/2019 18:34:42.138
