Screen, Action, Date --- Time
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 20:17:42.325
Estimote Timer,Started Estimote Service at,08/05/2019 20:17:43.958
Estimote Timer,No Activity at 5,08/05/2019 20:17:43.971
Estimote Timer,Stopped the Estimote Timer,08/05/2019 20:17:43.982
Estimote Timer,Stopped Estimote Timer at,08/05/2019 20:17:43.995
Heart Rate Sensor,Killed Sensor at,08/05/2019 20:18:12.401
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 20:22:42.327
Heart Rate Sensor,Killed Sensor at,08/05/2019 20:23:12.403
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 20:27:42.328
Estimote Timer,Started Estimote Service at,08/05/2019 20:28:04.312
Estimote Timer,No Activity at 1,08/05/2019 20:28:04.326
Heart Rate Sensor,Killed Sensor at,08/05/2019 20:28:12.401
Estimote Sensor,Killed Sensor at,08/05/2019 20:28:19.352
Estimote Service,Killed Estimote Service at,08/05/2019 20:28:19.364
Estimote Timer,Started Estimote Service at,08/05/2019 20:30:04.312
Estimote Timer,Starting the Estimote,08/05/2019 20:30:04.334
Estimote Sensor,Killed Sensor at,08/05/2019 20:30:19.362
Estimote Service,Killed Estimote Service at,08/05/2019 20:30:19.376
Estimote Timer,Started Estimote Service at,08/05/2019 20:32:04.312
Estimote Timer,No Activity at 1,08/05/2019 20:32:04.328
Main Activity,Failed to unregister battery information at,08/05/2019 20:32:05.157
Estimote Sensor,Killed Sensor at,08/05/2019 20:32:19.358
Estimote Service,Killed Estimote Service at,08/05/2019 20:32:19.386
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 20:32:42.330
Heart Rate Sensor,Killed Sensor at,08/05/2019 20:33:12.402
Estimote Timer,Started Estimote Service at,08/05/2019 20:34:04.315
Estimote Timer,No Activity at 2,08/05/2019 20:34:04.329
Estimote Sensor,Killed Sensor at,08/05/2019 20:34:19.353
Estimote Service,Killed Estimote Service at,08/05/2019 20:34:19.367
Estimote Timer,Started Estimote Service at,08/05/2019 20:36:04.315
Estimote Timer,No Activity at 3,08/05/2019 20:36:04.332
Estimote Sensor,Killed Sensor at,08/05/2019 20:36:19.359
Estimote Service,Killed Estimote Service at,08/05/2019 20:36:19.371
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 20:37:42.330
Estimote Timer,Started Estimote Service at,08/05/2019 20:38:04.316
Estimote Timer,No Activity at 4,08/05/2019 20:38:04.330
Heart Rate Sensor,Killed Sensor at,08/05/2019 20:38:12.405
Estimote Sensor,Killed Sensor at,08/05/2019 20:38:19.355
Estimote Service,Killed Estimote Service at,08/05/2019 20:38:19.366
Estimote Timer,Started Estimote Service at,08/05/2019 20:40:04.317
Estimote Timer,No Activity at 5,08/05/2019 20:40:04.330
Estimote Timer,Stopped the Estimote Timer,08/05/2019 20:40:04.339
Estimote Timer,Stopped Estimote Timer at,08/05/2019 20:40:04.352
Estimote Timer,Started Estimote Service at,08/05/2019 20:40:26.205
Estimote Timer,No Activity at 1,08/05/2019 20:40:26.217
Estimote Sensor,Killed Sensor at,08/05/2019 20:40:41.242
Estimote Service,Killed Estimote Service at,08/05/2019 20:40:41.254
Estimote Timer,Started Estimote Service at,08/05/2019 20:42:26.204
Estimote Timer,No Activity at 2,08/05/2019 20:42:26.219
Estimote Sensor,Killed Sensor at,08/05/2019 20:42:41.246
Estimote Service,Killed Estimote Service at,08/05/2019 20:42:41.259
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 20:42:42.331
Heart Rate Sensor,Killed Sensor at,08/05/2019 20:43:12.404
Estimote Timer,Started Estimote Service at,08/05/2019 20:44:26.206
Estimote Timer,No Activity at 3,08/05/2019 20:44:26.220
Estimote Sensor,Killed Sensor at,08/05/2019 20:44:41.244
Estimote Service,Killed Estimote Service at,08/05/2019 20:44:41.267
Estimote Timer,Started Estimote Service at,08/05/2019 20:46:26.207
Estimote Timer,No Activity at 4,08/05/2019 20:46:26.221
Estimote Sensor,Killed Sensor at,08/05/2019 20:46:41.247
Estimote Service,Killed Estimote Service at,08/05/2019 20:46:41.259
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 20:47:42.333
Heart Rate Sensor,Killed Sensor at,08/05/2019 20:48:12.407
Estimote Timer,Started Estimote Service at,08/05/2019 20:48:26.209
Estimote Timer,No Activity at 5,08/05/2019 20:48:26.224
Estimote Timer,Stopped the Estimote Timer,08/05/2019 20:48:26.235
Estimote Timer,Stopped Estimote Timer at,08/05/2019 20:48:26.247
Estimote Timer,Started Estimote Service at,08/05/2019 20:51:34.784
Estimote Timer,No Activity at 1,08/05/2019 20:51:34.808
Estimote Sensor,Killed Sensor at,08/05/2019 20:51:49.834
Estimote Service,Killed Estimote Service at,08/05/2019 20:51:49.848
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 20:52:42.334
Heart Rate Sensor,Killed Sensor at,08/05/2019 20:53:12.412
Estimote Timer,Started Estimote Service at,08/05/2019 20:53:34.784
Estimote Timer,No Activity at 2,08/05/2019 20:53:34.798
Estimote Sensor,Killed Sensor at,08/05/2019 20:53:49.823
Estimote Service,Killed Estimote Service at,08/05/2019 20:53:49.836
Estimote Timer,Started Estimote Service at,08/05/2019 20:55:34.785
Estimote Timer,No Activity at 3,08/05/2019 20:55:34.800
Estimote Sensor,Killed Sensor at,08/05/2019 20:55:49.845
Estimote Service,Killed Estimote Service at,08/05/2019 20:55:49.857
Estimote Timer,Started Estimote Service at,08/05/2019 20:57:34.785
Estimote Timer,No Activity at 4,08/05/2019 20:57:34.800
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 20:57:42.336
Estimote Sensor,Killed Sensor at,08/05/2019 20:57:49.827
Estimote Service,Killed Estimote Service at,08/05/2019 20:57:49.840
Heart Rate Sensor,Killed Sensor at,08/05/2019 20:58:12.407
Estimote Timer,Started Estimote Service at,08/05/2019 20:59:34.786
Estimote Timer,No Activity at 5,08/05/2019 20:59:34.799
Estimote Timer,Stopped the Estimote Timer,08/05/2019 20:59:34.808
Estimote Timer,Stopped Estimote Timer at,08/05/2019 20:59:34.819
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 21:02:42.336
Heart Rate Sensor,Killed Sensor at,08/05/2019 21:03:12.397
Estimote Timer,Started Estimote Service at,08/05/2019 21:04:04.005
Estimote Timer,No Activity at 1,08/05/2019 21:04:04.020
Estimote Sensor,Killed Sensor at,08/05/2019 21:04:19.045
Estimote Service,Killed Estimote Service at,08/05/2019 21:04:19.059
Main Activity,Failed to unregister battery information at,08/05/2019 21:04:40.892
Estimote Timer,Started Estimote Service at,08/05/2019 21:06:04.006
Estimote Timer,No Activity at 2,08/05/2019 21:06:04.020
Estimote Sensor,Killed Sensor at,08/05/2019 21:06:19.046
Estimote Service,Killed Estimote Service at,08/05/2019 21:06:19.061
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 21:07:42.337
Estimote Timer,Started Estimote Service at,08/05/2019 21:08:04.007
Estimote Timer,No Activity at 3,08/05/2019 21:08:04.021
Heart Rate Sensor,Killed Sensor at,08/05/2019 21:08:12.409
Estimote Sensor,Killed Sensor at,08/05/2019 21:08:19.046
Estimote Service,Killed Estimote Service at,08/05/2019 21:08:19.057
Estimote Timer,Started Estimote Service at,08/05/2019 21:10:04.008
Estimote Timer,Starting the Estimote,08/05/2019 21:10:04.032
Estimote Sensor,Killed Sensor at,08/05/2019 21:10:19.057
Estimote Service,Killed Estimote Service at,08/05/2019 21:10:19.072
Estimote Timer,Started Estimote Service at,08/05/2019 21:12:04.010
Estimote Timer,No Activity at 1,08/05/2019 21:12:04.025
Estimote Sensor,Killed Sensor at,08/05/2019 21:12:19.049
Estimote Service,Killed Estimote Service at,08/05/2019 21:12:19.060
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 21:12:42.339
Heart Rate Sensor,Killed Sensor at,08/05/2019 21:13:12.412
Estimote Timer,Started Estimote Service at,08/05/2019 21:14:04.012
Estimote Timer,No Activity at 2,08/05/2019 21:14:04.027
Estimote Sensor,Killed Sensor at,08/05/2019 21:14:19.051
Estimote Service,Killed Estimote Service at,08/05/2019 21:14:19.063
Estimote Timer,Started Estimote Service at,08/05/2019 21:16:04.015
Estimote Timer,No Activity at 3,08/05/2019 21:16:04.029
Estimote Sensor,Killed Sensor at,08/05/2019 21:16:19.052
Estimote Service,Killed Estimote Service at,08/05/2019 21:16:19.066
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 21:17:42.354
Estimote Timer,Started Estimote Service at,08/05/2019 21:18:04.015
Estimote Timer,No Activity at 4,08/05/2019 21:18:04.030
Heart Rate Sensor,Killed Sensor at,08/05/2019 21:18:12.426
Estimote Sensor,Killed Sensor at,08/05/2019 21:18:19.056
Estimote Service,Killed Estimote Service at,08/05/2019 21:18:19.069
Estimote Timer,Started Estimote Service at,08/05/2019 21:20:04.017
Estimote Timer,Starting the Estimote,08/05/2019 21:20:04.041
Estimote Sensor,Killed Sensor at,08/05/2019 21:20:19.065
Estimote Service,Killed Estimote Service at,08/05/2019 21:20:19.075
Estimote Timer,Started Estimote Service at,08/05/2019 21:22:04.019
Estimote Timer,No Activity at 1,08/05/2019 21:22:04.034
Estimote Sensor,Killed Sensor at,08/05/2019 21:22:19.061
Estimote Service,Killed Estimote Service at,08/05/2019 21:22:19.075
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 21:22:42.348
Heart Rate Sensor,Killed Sensor at,08/05/2019 21:23:12.421
Estimote Timer,Started Estimote Service at,08/05/2019 21:24:04.020
Estimote Timer,Starting the Estimote,08/05/2019 21:24:04.044
Estimote Sensor,Killed Sensor at,08/05/2019 21:24:19.073
Estimote Service,Killed Estimote Service at,08/05/2019 21:24:19.086
Estimote Timer,Started Estimote Service at,08/05/2019 21:26:04.022
Estimote Timer,No Activity at 1,08/05/2019 21:26:04.037
Estimote Sensor,Killed Sensor at,08/05/2019 21:26:19.143
Estimote Service,Killed Estimote Service at,08/05/2019 21:26:19.154
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 21:27:42.349
Estimote Timer,Started Estimote Service at,08/05/2019 21:28:04.025
Estimote Timer,No Activity at 2,08/05/2019 21:28:04.038
Heart Rate Sensor,Killed Sensor at,08/05/2019 21:28:12.418
Estimote Sensor,Killed Sensor at,08/05/2019 21:28:19.060
Estimote Service,Killed Estimote Service at,08/05/2019 21:28:19.074
Estimote Timer,Started Estimote Service at,08/05/2019 21:30:04.026
Estimote Timer,No Activity at 3,08/05/2019 21:30:04.040
Estimote Sensor,Killed Sensor at,08/05/2019 21:30:19.066
Estimote Service,Killed Estimote Service at,08/05/2019 21:30:19.078
Estimote Timer,Started Estimote Service at,08/05/2019 21:32:04.028
Estimote Timer,No Activity at 4,08/05/2019 21:32:04.044
Estimote Sensor,Killed Sensor at,08/05/2019 21:32:19.070
Estimote Service,Killed Estimote Service at,08/05/2019 21:32:19.081
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 21:32:42.350
Heart Rate Sensor,Killed Sensor at,08/05/2019 21:33:12.416
Estimote Timer,Started Estimote Service at,08/05/2019 21:34:04.030
Estimote Timer,No Activity at 5,08/05/2019 21:34:04.045
Estimote Timer,Stopped the Estimote Timer,08/05/2019 21:34:04.056
Estimote Timer,Stopped Estimote Timer at,08/05/2019 21:34:04.068
Estimote Timer,Started Estimote Service at,08/05/2019 21:34:37.309
Estimote Timer,No Activity at 1,08/05/2019 21:34:37.326
Estimote Sensor,Killed Sensor at,08/05/2019 21:34:52.352
Estimote Service,Killed Estimote Service at,08/05/2019 21:34:52.365
Estimote Timer,Started Estimote Service at,08/05/2019 21:36:37.309
Estimote Timer,No Activity at 2,08/05/2019 21:36:37.324
Estimote Sensor,Killed Sensor at,08/05/2019 21:36:52.414
Estimote Service,Killed Estimote Service at,08/05/2019 21:36:52.427
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 21:37:42.350
Heart Rate Sensor,Killed Sensor at,08/05/2019 21:38:12.408
Estimote Timer,Started Estimote Service at,08/05/2019 21:38:37.310
Estimote Timer,No Activity at 3,08/05/2019 21:38:37.326
Estimote Sensor,Killed Sensor at,08/05/2019 21:38:52.352
Estimote Service,Killed Estimote Service at,08/05/2019 21:38:52.375
Estimote Timer,Started Estimote Service at,08/05/2019 21:40:37.311
Estimote Timer,No Activity at 4,08/05/2019 21:40:37.328
Estimote Sensor,Killed Sensor at,08/05/2019 21:40:52.353
Estimote Service,Killed Estimote Service at,08/05/2019 21:40:52.364
Main Activity,Failed to unregister battery information at,08/05/2019 21:42:16.263
Estimote Timer,Started Estimote Service at,08/05/2019 21:42:37.314
Estimote Timer,No Activity at 5,08/05/2019 21:42:37.327
Estimote Timer,Stopped the Estimote Timer,08/05/2019 21:42:37.339
Estimote Timer,Stopped Estimote Timer at,08/05/2019 21:42:37.352
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 21:42:42.351
Estimote Timer,Started Estimote Service at,08/05/2019 21:42:57.503
Estimote Timer,Starting the Estimote,08/05/2019 21:42:57.527
Heart Rate Sensor,Killed Sensor at,08/05/2019 21:43:12.411
Estimote Sensor,Killed Sensor at,08/05/2019 21:43:12.551
Estimote Service,Killed Estimote Service at,08/05/2019 21:43:12.564
Estimote Timer,Started Estimote Service at,08/05/2019 21:44:57.503
Estimote Timer,No Activity at 1,08/05/2019 21:44:57.521
Estimote Sensor,Killed Sensor at,08/05/2019 21:45:12.546
Estimote Service,Killed Estimote Service at,08/05/2019 21:45:12.559
Estimote Timer,Started Estimote Service at,08/05/2019 21:46:57.504
Estimote Timer,Starting the Estimote,08/05/2019 21:46:57.527
Estimote Sensor,Killed Sensor at,08/05/2019 21:47:12.552
Estimote Service,Killed Estimote Service at,08/05/2019 21:47:12.564
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 21:47:42.351
Heart Rate Sensor,Killed Sensor at,08/05/2019 21:48:12.427
Estimote Timer,Started Estimote Service at,08/05/2019 21:48:57.505
Estimote Timer,No Activity at 1,08/05/2019 21:48:57.526
Estimote Sensor,Killed Sensor at,08/05/2019 21:49:12.554
Estimote Service,Killed Estimote Service at,08/05/2019 21:49:12.585
Main Thread,Enabling Low Battery Warning at,08/05/2019 21:50:17.599
Main Thread,Enabling Low Battery Warning at,08/05/2019 21:50:18.955
Main Thread,Enabling Low Battery Warning at,08/05/2019 21:50:19.917
Main Thread,Enabling Low Battery Warning at,08/05/2019 21:50:20.865
Main Activity,Failed to unregister battery information at,08/05/2019 21:50:35.704
Estimote Timer,Started Estimote Service at,08/05/2019 21:50:57.507
Estimote Timer,Starting the Estimote,08/05/2019 21:50:57.592
Estimote Sensor,Killed Sensor at,08/05/2019 21:51:12.627
Estimote Service,Killed Estimote Service at,08/05/2019 21:51:12.639
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 21:52:42.354
Estimote Timer,Started Estimote Service at,08/05/2019 21:52:57.509
Estimote Timer,No Activity at 1,08/05/2019 21:52:57.522
Heart Rate Sensor,Killed Sensor at,08/05/2019 21:53:12.426
Estimote Sensor,Killed Sensor at,08/05/2019 21:53:12.548
Estimote Service,Killed Estimote Service at,08/05/2019 21:53:12.560
Estimote Timer,Started Estimote Service at,08/05/2019 21:54:57.511
Estimote Timer,No Activity at 2,08/05/2019 21:54:57.525
Estimote Sensor,Killed Sensor at,08/05/2019 21:55:12.549
Estimote Service,Killed Estimote Service at,08/05/2019 21:55:12.560
Main Activity,Failed to unregister battery information at,08/05/2019 21:56:04.606
Estimote Timer,Started Estimote Service at,08/05/2019 21:56:57.513
Estimote Timer,No Activity at 3,08/05/2019 21:56:57.527
Estimote Sensor,Killed Sensor at,08/05/2019 21:57:12.553
Estimote Service,Killed Estimote Service at,08/05/2019 21:57:12.565
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 21:57:42.356
Heart Rate Sensor,Killed Sensor at,08/05/2019 21:58:12.429
Estimote Timer,Started Estimote Service at,08/05/2019 21:58:57.515
Estimote Timer,No Activity at 4,08/05/2019 21:58:57.532
Main Activity,Failed to unregister battery information at,08/05/2019 21:59:02.466
Estimote Sensor,Killed Sensor at,08/05/2019 21:59:12.557
Estimote Service,Killed Estimote Service at,08/05/2019 21:59:12.571
Main Thread,Enabling Low Battery Warning at,08/05/2019 22:00:17.787
Main Thread,Enabling Low Battery Warning at,08/05/2019 22:00:19.153
Main Thread,Enabling Low Battery Warning at,08/05/2019 22:00:20.122
Main Thread,Enabling Low Battery Warning at,08/05/2019 22:00:21.065
Estimote Timer,Started Estimote Service at,08/05/2019 22:00:57.516
Estimote Timer,No Activity at 5,08/05/2019 22:00:57.530
Estimote Timer,Stopped the Estimote Timer,08/05/2019 22:00:57.539
Estimote Timer,Stopped Estimote Timer at,08/05/2019 22:00:57.553
Main Activity,Restarted Estimote Timer at,08/05/2019 22:00:59.886
Estimote Timer,Started Estimote Service at,08/05/2019 22:00:59.996
Estimote Timer,No Activity at 1,08/05/2019 22:01:00.094
Main Activity,Failed to unregister battery information at,08/05/2019 22:01:13.778
Estimote Sensor,Killed Sensor at,08/05/2019 22:01:15.160
Estimote Service,Killed Estimote Service at,08/05/2019 22:01:15.175
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 22:02:42.358
Estimote Timer,Started Estimote Service at,08/05/2019 22:02:59.996
Estimote Timer,No Activity at 2,08/05/2019 22:03:00.011
Heart Rate Sensor,Killed Sensor at,08/05/2019 22:03:12.431
Estimote Sensor,Killed Sensor at,08/05/2019 22:03:15.038
Estimote Service,Killed Estimote Service at,08/05/2019 22:03:15.050
Estimote Timer,Started Estimote Service at,08/05/2019 22:04:59.997
Estimote Timer,No Activity at 3,08/05/2019 22:05:00.011
Estimote Sensor,Killed Sensor at,08/05/2019 22:05:15.035
Estimote Service,Killed Estimote Service at,08/05/2019 22:05:15.046
Estimote Timer,Started Estimote Service at,08/05/2019 22:06:59.998
Estimote Timer,No Activity at 4,08/05/2019 22:07:00.013
Estimote Sensor,Killed Sensor at,08/05/2019 22:07:15.037
Estimote Service,Killed Estimote Service at,08/05/2019 22:07:15.050
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 22:07:42.360
Heart Rate Sensor,Killed Sensor at,08/05/2019 22:08:12.434
Estimote Timer,Started Estimote Service at,08/05/2019 22:09:00.000
Estimote Timer,No Activity at 5,08/05/2019 22:09:00.015
Estimote Timer,Stopped the Estimote Timer,08/05/2019 22:09:00.027
Estimote Timer,Stopped Estimote Timer at,08/05/2019 22:09:00.038
Estimote Timer,Started Estimote Service at,08/05/2019 22:09:44.342
Estimote Timer,No Activity at 1,08/05/2019 22:09:44.355
Estimote Sensor,Killed Sensor at,08/05/2019 22:09:59.384
Estimote Service,Killed Estimote Service at,08/05/2019 22:09:59.405
Main Thread,Enabling Low Battery Warning at,08/05/2019 22:10:17.990
Main Thread,Enabling Low Battery Warning at,08/05/2019 22:10:19.324
Main Thread,Enabling Low Battery Warning at,08/05/2019 22:10:20.321
Main Thread,Enabling Low Battery Warning at,08/05/2019 22:10:21.279
Estimote Timer,Started Estimote Service at,08/05/2019 22:11:44.343
Estimote Timer,No Activity at 2,08/05/2019 22:11:44.371
Estimote Sensor,Killed Sensor at,08/05/2019 22:11:59.398
Estimote Service,Killed Estimote Service at,08/05/2019 22:11:59.410
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 22:12:42.362
Heart Rate Sensor,Killed Sensor at,08/05/2019 22:13:12.434
Estimote Timer,Started Estimote Service at,08/05/2019 22:13:44.344
Estimote Timer,Starting the Estimote,08/05/2019 22:13:44.362
Estimote Sensor,Killed Sensor at,08/05/2019 22:13:59.384
Estimote Service,Killed Estimote Service at,08/05/2019 22:13:59.410
Main Thread,Enabled Bluetooth at,08/05/2019 22:14:13.176
Main Activity,Started Heart Rate Timer at,08/06/2019 00:14:17.170
Main Activity,Started Accelerometer Sensor at,08/06/2019 00:14:17.239
Main Activity,Started Pedometer Sensor at,08/06/2019 00:14:17.268
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 00:14:17.982
Estimote Timer,Started Estimote Service at,08/06/2019 00:14:18.257
Estimote Timer,No Activity at 1,08/06/2019 00:14:18.327
Main Thread,Enabled an Internet Connection at,08/06/2019 00:14:23.123
Sleep Button,Stopped Heart Rate Sensor while charging at,08/06/2019 00:14:23.329
Sleep Button,Stopped Accelerometer Sensor while charging at,08/06/2019 00:14:23.344
Sleep Button,Stopped Estimote Sensor while charging at,08/06/2019 00:14:23.347
Estimote Timer,Stopped Estimote Timer at,08/06/2019 00:14:24.242
Heart Rate Timer Service,Stopped Heart Rate Sensor at,08/06/2019 00:14:24.645
Main Activity,Restarted Heart Rate Timer at,08/06/2019 00:14:26.470
Main Activity,Restarted Accelerometer Sensor at,08/06/2019 00:14:26.490
Main Activity,Restarted Estimote Timer at,08/06/2019 00:14:26.509
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 00:14:26.700
Estimote Timer,Started Estimote Service at,08/06/2019 00:14:26.784
Estimote Timer,No Activity at 1,08/06/2019 00:14:26.817
Estimote Sensor,Killed Sensor at,08/06/2019 00:14:36.463
Estimote Service,Killed Estimote Service at,08/06/2019 00:14:36.566
Heart Rate Sensor,Killed Sensor at,08/06/2019 00:14:56.968
Estimote Timer,Started Estimote Service at,08/06/2019 00:16:26.785
Estimote Timer,No Activity at 2,08/06/2019 00:16:26.804
Estimote Sensor,Killed Sensor at,08/06/2019 00:16:41.888
Estimote Service,Killed Estimote Service at,08/06/2019 00:16:41.901
Estimote Timer,Started Estimote Service at,08/06/2019 00:18:26.786
Estimote Timer,No Activity at 3,08/06/2019 00:18:26.803
Estimote Sensor,Killed Sensor at,08/06/2019 00:18:41.829
Estimote Service,Killed Estimote Service at,08/06/2019 00:18:41.843
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 00:19:26.694
Heart Rate Sensor,Killed Sensor at,08/06/2019 00:19:56.861
Estimote Timer,Started Estimote Service at,08/06/2019 00:20:26.788
Estimote Timer,No Activity at 4,08/06/2019 00:20:26.804
Estimote Sensor,Killed Sensor at,08/06/2019 00:20:41.828
Estimote Service,Killed Estimote Service at,08/06/2019 00:20:41.841
Estimote Timer,Started Estimote Service at,08/06/2019 00:22:26.789
Estimote Timer,No Activity at 5,08/06/2019 00:22:26.803
Estimote Timer,Stopped the Estimote Timer,08/06/2019 00:22:26.812
Estimote Timer,Stopped Estimote Timer at,08/06/2019 00:22:26.826
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 00:24:26.696
Heart Rate Sensor,Killed Sensor at,08/06/2019 00:24:56.770
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 00:29:26.697
Heart Rate Sensor,Killed Sensor at,08/06/2019 00:29:56.762
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 00:34:26.698
Heart Rate Sensor,Killed Sensor at,08/06/2019 00:34:56.768
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 00:39:26.700
Heart Rate Sensor,Killed Sensor at,08/06/2019 00:39:56.772
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 00:44:26.701
Heart Rate Sensor,Killed Sensor at,08/06/2019 00:44:56.771
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 00:49:26.703
Heart Rate Sensor,Killed Sensor at,08/06/2019 00:49:56.771
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 00:54:26.704
Heart Rate Sensor,Killed Sensor at,08/06/2019 00:54:56.772
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 00:59:26.705
Heart Rate Sensor,Killed Sensor at,08/06/2019 00:59:56.774
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 01:04:26.705
Heart Rate Sensor,Killed Sensor at,08/06/2019 01:04:56.774
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 01:09:26.705
Heart Rate Sensor,Killed Sensor at,08/06/2019 01:09:56.777
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 01:14:26.707
Heart Rate Sensor,Killed Sensor at,08/06/2019 01:14:56.780
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 01:19:26.708
Heart Rate Sensor,Killed Sensor at,08/06/2019 01:19:56.772
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 01:24:26.708
Heart Rate Sensor,Killed Sensor at,08/06/2019 01:24:56.773
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 01:29:26.709
Heart Rate Sensor,Killed Sensor at,08/06/2019 01:29:56.840
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 01:34:26.712
Heart Rate Sensor,Killed Sensor at,08/06/2019 01:34:56.783
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 01:39:26.713
Heart Rate Sensor,Killed Sensor at,08/06/2019 01:39:56.776
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 01:44:26.714
Heart Rate Sensor,Killed Sensor at,08/06/2019 01:44:56.784
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 01:49:26.716
Heart Rate Sensor,Killed Sensor at,08/06/2019 01:49:56.788
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 01:54:26.717
Heart Rate Sensor,Killed Sensor at,08/06/2019 01:54:56.784
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 01:59:26.717
Heart Rate Sensor,Killed Sensor at,08/06/2019 01:59:56.785
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 02:04:26.718
Heart Rate Sensor,Killed Sensor at,08/06/2019 02:04:56.785
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 02:09:26.720
Heart Rate Sensor,Killed Sensor at,08/06/2019 02:09:56.792
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 02:14:26.722
Heart Rate Sensor,Killed Sensor at,08/06/2019 02:14:56.793
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 02:19:26.722
Heart Rate Sensor,Killed Sensor at,08/06/2019 02:19:56.790
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 02:24:26.724
Heart Rate Sensor,Killed Sensor at,08/06/2019 02:24:56.794
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 02:29:26.727
Heart Rate Sensor,Killed Sensor at,08/06/2019 02:29:56.799
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 02:34:26.727
Heart Rate Sensor,Killed Sensor at,08/06/2019 02:34:56.794
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 02:39:26.729
Heart Rate Sensor,Killed Sensor at,08/06/2019 02:39:56.799
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 02:44:26.729
Heart Rate Sensor,Killed Sensor at,08/06/2019 02:44:56.794
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 02:49:26.732
Heart Rate Sensor,Killed Sensor at,08/06/2019 02:49:56.800
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 02:54:26.733
Heart Rate Sensor,Killed Sensor at,08/06/2019 02:54:56.801
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 02:59:26.734
Heart Rate Sensor,Killed Sensor at,08/06/2019 02:59:56.804
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 03:04:26.736
Heart Rate Sensor,Killed Sensor at,08/06/2019 03:04:56.804
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 03:09:26.737
Heart Rate Sensor,Killed Sensor at,08/06/2019 03:09:56.804
