Screen, Action, Date --- Time
Estimote Timer,No Activity at 3,08/05/2019 22:23:02.650
Estimote Sensor,Killed Sensor at,08/05/2019 22:23:17.673
Estimote Service,Killed Estimote Service at,08/05/2019 22:23:17.718
Estimote Timer,Started Estimote Service at,08/05/2019 22:25:02.638
Estimote Timer,No Activity at 4,08/05/2019 22:25:02.653
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 22:25:14.469
Estimote Sensor,Killed Sensor at,08/05/2019 22:25:17.677
Estimote Service,Killed Estimote Service at,08/05/2019 22:25:17.697
Heart Rate Sensor,Killed Sensor at,08/05/2019 22:25:44.527
Estimote Timer,Started Estimote Service at,08/05/2019 22:27:02.638
Estimote Timer,No Activity at 5,08/05/2019 22:27:02.654
Estimote Timer,Stopped the Estimote Timer,08/05/2019 22:27:02.666
Estimote Timer,Stopped Estimote Timer at,08/05/2019 22:27:02.677
Estimote Timer,Started Estimote Service at,08/05/2019 22:27:20.409
Estimote Timer,No Activity at 1,08/05/2019 22:27:20.424
Estimote Sensor,Killed Sensor at,08/05/2019 22:27:35.449
Estimote Service,Killed Estimote Service at,08/05/2019 22:27:35.461
Estimote Timer,Started Estimote Service at,08/05/2019 22:29:20.409
Estimote Timer,No Activity at 2,08/05/2019 22:29:20.428
Estimote Sensor,Killed Sensor at,08/05/2019 22:29:35.465
Estimote Service,Killed Estimote Service at,08/05/2019 22:29:35.479
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 22:30:14.471
Heart Rate Sensor,Killed Sensor at,08/05/2019 22:30:44.541
Estimote Timer,Started Estimote Service at,08/05/2019 22:31:20.410
Estimote Timer,No Activity at 3,08/05/2019 22:31:20.429
Estimote Sensor,Killed Sensor at,08/05/2019 22:31:35.455
Estimote Service,Killed Estimote Service at,08/05/2019 22:31:35.466
Estimote Timer,Started Estimote Service at,08/05/2019 22:33:20.413
Estimote Timer,No Activity at 4,08/05/2019 22:33:20.429
Estimote Sensor,Killed Sensor at,08/05/2019 22:33:35.455
Estimote Service,Killed Estimote Service at,08/05/2019 22:33:35.468
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 22:35:14.472
Estimote Timer,Started Estimote Service at,08/05/2019 22:35:20.416
Estimote Timer,No Activity at 5,08/05/2019 22:35:20.431
Estimote Timer,Stopped the Estimote Timer,08/05/2019 22:35:20.443
Estimote Timer,Stopped Estimote Timer at,08/05/2019 22:35:20.455
Heart Rate Sensor,Killed Sensor at,08/05/2019 22:35:44.532
Estimote Timer,Started Estimote Service at,08/05/2019 22:36:24.290
Estimote Timer,No Activity at 1,08/05/2019 22:36:24.305
Estimote Sensor,Killed Sensor at,08/05/2019 22:36:39.329
Estimote Service,Killed Estimote Service at,08/05/2019 22:36:39.342
Estimote Timer,Started Estimote Service at,08/05/2019 22:38:24.292
Estimote Timer,No Activity at 2,08/05/2019 22:38:24.306
Estimote Sensor,Killed Sensor at,08/05/2019 22:38:39.332
Estimote Service,Killed Estimote Service at,08/05/2019 22:38:39.345
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 22:40:14.471
Estimote Timer,Started Estimote Service at,08/05/2019 22:40:24.292
Estimote Timer,No Activity at 3,08/05/2019 22:40:24.306
Estimote Sensor,Killed Sensor at,08/05/2019 22:40:39.331
Estimote Service,Killed Estimote Service at,08/05/2019 22:40:39.344
Heart Rate Sensor,Killed Sensor at,08/05/2019 22:40:44.552
Estimote Timer,Started Estimote Service at,08/05/2019 22:42:24.293
Estimote Timer,No Activity at 4,08/05/2019 22:42:24.310
Estimote Sensor,Killed Sensor at,08/05/2019 22:42:39.340
Estimote Service,Killed Estimote Service at,08/05/2019 22:42:39.351
Estimote Timer,Started Estimote Service at,08/05/2019 22:44:24.293
Estimote Timer,No Activity at 5,08/05/2019 22:44:24.309
Estimote Timer,Stopped the Estimote Timer,08/05/2019 22:44:24.320
Estimote Timer,Stopped Estimote Timer at,08/05/2019 22:44:24.332
Estimote Timer,Started Estimote Service at,08/05/2019 22:44:50.831
Estimote Timer,No Activity at 1,08/05/2019 22:44:50.847
Estimote Sensor,Killed Sensor at,08/05/2019 22:45:05.873
Estimote Service,Killed Estimote Service at,08/05/2019 22:45:05.887
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 22:45:14.473
Heart Rate Sensor,Killed Sensor at,08/05/2019 22:45:44.537
Estimote Timer,Started Estimote Service at,08/05/2019 22:46:50.834
Estimote Timer,No Activity at 2,08/05/2019 22:46:50.849
Estimote Sensor,Killed Sensor at,08/05/2019 22:47:05.877
Estimote Service,Killed Estimote Service at,08/05/2019 22:47:05.889
Estimote Timer,Started Estimote Service at,08/05/2019 22:48:50.836
Estimote Timer,Starting the Estimote,08/05/2019 22:48:50.859
Estimote Sensor,Killed Sensor at,08/05/2019 22:49:05.892
Estimote Service,Killed Estimote Service at,08/05/2019 22:49:05.905
Main Activity,Failed to unregister battery information at,08/05/2019 22:49:11.286
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 22:50:14.474
Main Activity,Failed to unregister battery information at,08/05/2019 22:50:23.630
Heart Rate Sensor,Killed Sensor at,08/05/2019 22:50:44.544
Estimote Timer,Started Estimote Service at,08/05/2019 22:50:50.838
Estimote Timer,No Activity at 1,08/05/2019 22:50:50.852
Estimote Sensor,Killed Sensor at,08/05/2019 22:51:05.877
Estimote Service,Killed Estimote Service at,08/05/2019 22:51:05.889
Estimote Timer,Started Estimote Service at,08/05/2019 22:52:50.839
Estimote Timer,No Activity at 2,08/05/2019 22:52:50.855
Estimote Sensor,Killed Sensor at,08/05/2019 22:53:05.877
Estimote Service,Killed Estimote Service at,08/05/2019 22:53:05.888
Estimote Timer,Started Estimote Service at,08/05/2019 22:54:50.841
Estimote Timer,No Activity at 3,08/05/2019 22:54:50.855
Estimote Sensor,Killed Sensor at,08/05/2019 22:55:05.882
Estimote Service,Killed Estimote Service at,08/05/2019 22:55:05.893
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 22:55:14.475
Heart Rate Sensor,Killed Sensor at,08/05/2019 22:55:44.550
Estimote Timer,Started Estimote Service at,08/05/2019 22:56:50.842
Estimote Timer,Starting the Estimote,08/05/2019 22:56:50.861
Estimote Sensor,Killed Sensor at,08/05/2019 22:57:05.885
Estimote Service,Killed Estimote Service at,08/05/2019 22:57:05.898
Estimote Timer,Started Estimote Service at,08/05/2019 22:58:50.844
Estimote Timer,No Activity at 1,08/05/2019 22:58:50.859
Estimote Sensor,Killed Sensor at,08/05/2019 22:59:05.881
Estimote Service,Killed Estimote Service at,08/05/2019 22:59:05.892
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 23:00:14.476
Heart Rate Sensor,Killed Sensor at,08/05/2019 23:00:44.549
Estimote Timer,Started Estimote Service at,08/05/2019 23:00:50.844
Estimote Timer,No Activity at 2,08/05/2019 23:00:50.867
Estimote Sensor,Killed Sensor at,08/05/2019 23:01:05.891
Estimote Service,Killed Estimote Service at,08/05/2019 23:01:05.902
Estimote Timer,Started Estimote Service at,08/05/2019 23:02:50.845
Estimote Timer,No Activity at 3,08/05/2019 23:02:50.858
Estimote Sensor,Killed Sensor at,08/05/2019 23:03:05.885
Estimote Service,Killed Estimote Service at,08/05/2019 23:03:05.898
Estimote Timer,Started Estimote Service at,08/05/2019 23:04:50.847
Estimote Timer,No Activity at 4,08/05/2019 23:04:50.863
Estimote Sensor,Killed Sensor at,08/05/2019 23:05:05.887
Estimote Service,Killed Estimote Service at,08/05/2019 23:05:05.898
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 23:05:14.478
Heart Rate Sensor,Killed Sensor at,08/05/2019 23:05:44.556
Estimote Timer,Started Estimote Service at,08/05/2019 23:06:50.848
Estimote Timer,No Activity at 5,08/05/2019 23:06:50.865
Estimote Timer,Stopped the Estimote Timer,08/05/2019 23:06:50.876
Estimote Timer,Stopped Estimote Timer at,08/05/2019 23:06:50.890
Estimote Timer,Started Estimote Service at,08/05/2019 23:09:13.668
Estimote Timer,No Activity at 1,08/05/2019 23:09:13.682
Estimote Sensor,Killed Sensor at,08/05/2019 23:09:28.707
Estimote Service,Killed Estimote Service at,08/05/2019 23:09:28.721
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 23:10:14.479
Heart Rate Sensor,Killed Sensor at,08/05/2019 23:10:44.546
Estimote Timer,Started Estimote Service at,08/05/2019 23:11:13.668
Estimote Timer,No Activity at 2,08/05/2019 23:11:13.686
Estimote Sensor,Killed Sensor at,08/05/2019 23:11:28.710
Estimote Service,Killed Estimote Service at,08/05/2019 23:11:28.726
Estimote Timer,Started Estimote Service at,08/05/2019 23:13:13.668
Estimote Timer,No Activity at 3,08/05/2019 23:13:13.680
Estimote Sensor,Killed Sensor at,08/05/2019 23:13:28.728
Estimote Service,Killed Estimote Service at,08/05/2019 23:13:28.743
Estimote Timer,Started Estimote Service at,08/05/2019 23:15:13.669
Estimote Timer,No Activity at 4,08/05/2019 23:15:13.683
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 23:15:14.479
Estimote Sensor,Killed Sensor at,08/05/2019 23:15:28.709
Estimote Service,Killed Estimote Service at,08/05/2019 23:15:28.722
Heart Rate Sensor,Killed Sensor at,08/05/2019 23:15:44.551
Estimote Timer,Started Estimote Service at,08/05/2019 23:17:13.669
Estimote Timer,No Activity at 5,08/05/2019 23:17:13.685
Estimote Timer,Stopped the Estimote Timer,08/05/2019 23:17:13.696
Estimote Timer,Stopped Estimote Timer at,08/05/2019 23:17:13.708
Estimote Timer,Started Estimote Service at,08/05/2019 23:19:55.106
Estimote Timer,No Activity at 1,08/05/2019 23:19:55.119
Estimote Sensor,Killed Sensor at,08/05/2019 23:20:10.144
Estimote Service,Killed Estimote Service at,08/05/2019 23:20:10.157
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 23:20:14.480
Heart Rate Sensor,Killed Sensor at,08/05/2019 23:20:44.558
Estimote Timer,Started Estimote Service at,08/05/2019 23:21:55.111
Estimote Timer,No Activity at 2,08/05/2019 23:21:55.127
Estimote Sensor,Killed Sensor at,08/05/2019 23:22:10.151
Estimote Service,Killed Estimote Service at,08/05/2019 23:22:10.167
Estimote Timer,Started Estimote Service at,08/05/2019 23:23:55.114
Estimote Timer,No Activity at 3,08/05/2019 23:23:55.126
Estimote Sensor,Killed Sensor at,08/05/2019 23:24:10.149
Estimote Service,Killed Estimote Service at,08/05/2019 23:24:10.181
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 23:25:14.482
Heart Rate Sensor,Killed Sensor at,08/05/2019 23:25:44.559
Estimote Timer,Started Estimote Service at,08/05/2019 23:25:55.116
Estimote Timer,No Activity at 4,08/05/2019 23:25:55.129
Estimote Sensor,Killed Sensor at,08/05/2019 23:26:10.151
Estimote Service,Killed Estimote Service at,08/05/2019 23:26:10.164
Estimote Timer,Started Estimote Service at,08/05/2019 23:27:55.117
Estimote Timer,No Activity at 5,08/05/2019 23:27:55.133
Estimote Timer,Stopped the Estimote Timer,08/05/2019 23:27:55.144
Estimote Timer,Stopped Estimote Timer at,08/05/2019 23:27:55.157
Estimote Timer,Started Estimote Service at,08/05/2019 23:27:56.640
Estimote Timer,No Activity at 1,08/05/2019 23:27:56.655
Estimote Sensor,Killed Sensor at,08/05/2019 23:28:11.679
Estimote Service,Killed Estimote Service at,08/05/2019 23:28:11.694
Estimote Timer,Started Estimote Service at,08/05/2019 23:29:56.641
Estimote Timer,No Activity at 2,08/05/2019 23:29:56.657
Estimote Sensor,Killed Sensor at,08/05/2019 23:30:11.684
Estimote Service,Killed Estimote Service at,08/05/2019 23:30:11.697
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 23:30:14.487
Heart Rate Sensor,Killed Sensor at,08/05/2019 23:30:44.558
Estimote Timer,Started Estimote Service at,08/05/2019 23:31:56.642
Estimote Timer,No Activity at 3,08/05/2019 23:31:56.655
Estimote Sensor,Killed Sensor at,08/05/2019 23:32:11.677
Estimote Service,Killed Estimote Service at,08/05/2019 23:32:11.689
Estimote Timer,Started Estimote Service at,08/05/2019 23:33:56.644
Estimote Timer,No Activity at 4,08/05/2019 23:33:56.658
Estimote Sensor,Killed Sensor at,08/05/2019 23:34:11.684
Estimote Service,Killed Estimote Service at,08/05/2019 23:34:11.694
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 23:35:14.485
Heart Rate Sensor,Killed Sensor at,08/05/2019 23:35:44.553
Estimote Timer,Started Estimote Service at,08/05/2019 23:35:56.645
Estimote Timer,No Activity at 5,08/05/2019 23:35:56.659
Estimote Timer,Stopped the Estimote Timer,08/05/2019 23:35:56.668
Estimote Timer,Stopped Estimote Timer at,08/05/2019 23:35:56.678
Estimote Timer,Started Estimote Service at,08/05/2019 23:40:04.329
Estimote Timer,No Activity at 1,08/05/2019 23:40:04.344
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 23:40:14.486
Estimote Sensor,Killed Sensor at,08/05/2019 23:40:19.373
Estimote Service,Killed Estimote Service at,08/05/2019 23:40:19.386
Heart Rate Sensor,Killed Sensor at,08/05/2019 23:40:44.556
Estimote Timer,Started Estimote Service at,08/05/2019 23:42:04.329
Estimote Timer,No Activity at 2,08/05/2019 23:42:04.357
Estimote Sensor,Killed Sensor at,08/05/2019 23:42:19.383
Estimote Service,Killed Estimote Service at,08/05/2019 23:42:19.396
Estimote Timer,Started Estimote Service at,08/05/2019 23:44:04.331
Estimote Timer,No Activity at 3,08/05/2019 23:44:04.346
Estimote Sensor,Killed Sensor at,08/05/2019 23:44:19.388
Estimote Service,Killed Estimote Service at,08/05/2019 23:44:19.439
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 23:45:14.486
Heart Rate Sensor,Killed Sensor at,08/05/2019 23:45:44.560
Estimote Timer,Started Estimote Service at,08/05/2019 23:46:04.332
Estimote Timer,No Activity at 4,08/05/2019 23:46:04.347
Estimote Sensor,Killed Sensor at,08/05/2019 23:46:19.371
Estimote Service,Killed Estimote Service at,08/05/2019 23:46:19.423
Estimote Timer,Started Estimote Service at,08/05/2019 23:48:04.334
Estimote Timer,No Activity at 5,08/05/2019 23:48:04.348
Estimote Timer,Stopped the Estimote Timer,08/05/2019 23:48:04.356
Estimote Timer,Stopped Estimote Timer at,08/05/2019 23:48:04.367
Estimote Timer,Started Estimote Service at,08/05/2019 23:48:30.663
Estimote Timer,No Activity at 1,08/05/2019 23:48:30.676
Estimote Sensor,Killed Sensor at,08/05/2019 23:48:45.698
Estimote Service,Killed Estimote Service at,08/05/2019 23:48:45.711
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 23:50:14.487
Estimote Timer,Started Estimote Service at,08/05/2019 23:50:30.663
Estimote Timer,No Activity at 2,08/05/2019 23:50:30.679
Heart Rate Sensor,Killed Sensor at,08/05/2019 23:50:44.545
Estimote Sensor,Killed Sensor at,08/05/2019 23:50:45.704
Estimote Service,Killed Estimote Service at,08/05/2019 23:50:45.716
Estimote Timer,Started Estimote Service at,08/05/2019 23:52:30.664
Estimote Timer,No Activity at 3,08/05/2019 23:52:30.678
Estimote Sensor,Killed Sensor at,08/05/2019 23:52:45.727
Estimote Service,Killed Estimote Service at,08/05/2019 23:52:45.790
Main Activity,Failed to unregister battery information at,08/05/2019 23:54:05.079
Estimote Timer,Started Estimote Service at,08/05/2019 23:54:30.667
Estimote Timer,No Activity at 4,08/05/2019 23:54:30.684
Estimote Sensor,Killed Sensor at,08/05/2019 23:54:45.710
Estimote Service,Killed Estimote Service at,08/05/2019 23:54:45.724
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 23:55:14.490
Heart Rate Sensor,Killed Sensor at,08/05/2019 23:55:44.568
Estimote Timer,Started Estimote Service at,08/05/2019 23:56:30.668
Estimote Timer,No Activity at 5,08/05/2019 23:56:30.684
Estimote Timer,Stopped the Estimote Timer,08/05/2019 23:56:30.695
Estimote Timer,Stopped Estimote Timer at,08/05/2019 23:56:30.709
Main Activity,Restarted Estimote Timer at,08/05/2019 23:56:40.941
Estimote Timer,Started Estimote Service at,08/05/2019 23:56:41.035
Estimote Timer,No Activity at 1,08/05/2019 23:56:41.094
Main Activity,Failed to unregister battery information at,08/05/2019 23:56:49.113
Estimote Sensor,Killed Sensor at,08/05/2019 23:56:56.176
Estimote Service,Killed Estimote Service at,08/05/2019 23:56:56.189
Estimote Timer,Started Estimote Service at,08/05/2019 23:58:41.034
Estimote Timer,No Activity at 2,08/05/2019 23:58:41.049
Estimote Sensor,Killed Sensor at,08/05/2019 23:58:56.076
Estimote Service,Killed Estimote Service at,08/05/2019 23:58:56.089
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 00:00:14.490
Estimote Timer,Started Estimote Service at,08/06/2019 00:00:41.035
Estimote Timer,No Activity at 3,08/06/2019 00:00:41.056
Heart Rate Sensor,Killed Sensor at,08/06/2019 00:00:44.564
Estimote Sensor,Killed Sensor at,08/06/2019 00:00:56.079
Estimote Service,Killed Estimote Service at,08/06/2019 00:00:56.093
Estimote Timer,Started Estimote Service at,08/06/2019 00:02:41.036
Estimote Timer,No Activity at 4,08/06/2019 00:02:41.051
Estimote Sensor,Killed Sensor at,08/06/2019 00:02:56.077
Estimote Service,Killed Estimote Service at,08/06/2019 00:02:56.097
Estimote Timer,Started Estimote Service at,08/06/2019 00:04:41.037
Estimote Timer,No Activity at 5,08/06/2019 00:04:41.051
Estimote Timer,Stopped the Estimote Timer,08/06/2019 00:04:41.061
Estimote Timer,Stopped Estimote Timer at,08/06/2019 00:04:41.074
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 00:05:14.492
Heart Rate Sensor,Killed Sensor at,08/06/2019 00:05:44.567
Estimote Timer,Started Estimote Service at,08/06/2019 00:09:42.486
Estimote Timer,No Activity at 1,08/06/2019 00:09:42.499
Estimote Sensor,Killed Sensor at,08/06/2019 00:09:57.522
Estimote Service,Killed Estimote Service at,08/06/2019 00:09:57.535
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 00:10:14.494
Heart Rate Sensor,Killed Sensor at,08/06/2019 00:10:44.572
Estimote Timer,Started Estimote Service at,08/06/2019 00:11:42.488
Estimote Timer,No Activity at 2,08/06/2019 00:11:42.508
Estimote Sensor,Killed Sensor at,08/06/2019 00:11:57.535
Estimote Service,Killed Estimote Service at,08/06/2019 00:11:57.549
Estimote Timer,Started Estimote Service at,08/06/2019 00:13:42.486
Estimote Timer,No Activity at 3,08/06/2019 00:13:42.509
Main Activity,Failed to unregister battery information at,08/06/2019 00:13:50.482
Estimote Sensor,Killed Sensor at,08/06/2019 00:13:57.535
Estimote Service,Killed Estimote Service at,08/06/2019 00:13:57.552
Main Activity,Failed to unregister battery information at,08/06/2019 00:14:08.568
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 00:15:14.496
Estimote Timer,Started Estimote Service at,08/06/2019 00:15:42.487
Estimote Timer,No Activity at 4,08/06/2019 00:15:42.502
Heart Rate Sensor,Killed Sensor at,08/06/2019 00:15:44.556
Estimote Sensor,Killed Sensor at,08/06/2019 00:15:57.530
Estimote Service,Killed Estimote Service at,08/06/2019 00:15:57.542
Estimote Timer,Started Estimote Service at,08/06/2019 00:17:42.489
Estimote Timer,No Activity at 5,08/06/2019 00:17:42.501
Estimote Timer,Stopped the Estimote Timer,08/06/2019 00:17:42.510
Estimote Timer,Stopped Estimote Timer at,08/06/2019 00:17:42.521
Estimote Timer,Started Estimote Service at,08/06/2019 00:18:55.148
Estimote Timer,No Activity at 1,08/06/2019 00:18:55.174
Estimote Sensor,Killed Sensor at,08/06/2019 00:19:10.209
Estimote Service,Killed Estimote Service at,08/06/2019 00:19:10.222
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 00:20:14.497
Heart Rate Sensor,Killed Sensor at,08/06/2019 00:20:44.576
Estimote Timer,Started Estimote Service at,08/06/2019 00:20:55.148
Estimote Timer,No Activity at 2,08/06/2019 00:20:55.163
Estimote Sensor,Killed Sensor at,08/06/2019 00:21:10.193
Estimote Service,Killed Estimote Service at,08/06/2019 00:21:10.205
Main Activity,Failed to unregister battery information at,08/06/2019 00:22:02.328
Estimote Timer,Started Estimote Service at,08/06/2019 00:22:55.150
Estimote Timer,No Activity at 3,08/06/2019 00:22:55.164
Estimote Sensor,Killed Sensor at,08/06/2019 00:23:10.237
Estimote Service,Killed Estimote Service at,08/06/2019 00:23:10.250
Estimote Timer,Started Estimote Service at,08/06/2019 00:24:55.151
Estimote Timer,Starting the Estimote,08/06/2019 00:24:55.175
Estimote Sensor,Killed Sensor at,08/06/2019 00:25:10.221
Estimote Service,Killed Estimote Service at,08/06/2019 00:25:10.233
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 00:25:14.499
Heart Rate Sensor,Killed Sensor at,08/06/2019 00:25:44.571
Main Thread,Wifi is disabled at,08/06/2019 00:25:56.220
Sleep Button,Stopped Heart Rate Sensor while NOT charging at,08/06/2019 00:25:56.250
Sleep Button,Stopped Accelerometer Sensor while NOT charging at,08/06/2019 00:25:56.251
Sleep Button,Stopped Estimote Sensor while NOT charging at,08/06/2019 00:25:56.251
Estimote Timer,Stopped Estimote Timer at,08/06/2019 00:25:56.314
Main Activity,Failed to unregister battery information at,08/06/2019 00:26:01.937
Main Activity,Restarted Heart Rate Timer at,08/06/2019 00:26:48.203
Main Activity,Restarted Accelerometer Sensor at,08/06/2019 00:26:48.237
Main Activity,Restarted Estimote Timer at,08/06/2019 00:26:48.270
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 00:26:48.352
Estimote Timer,Started Estimote Service at,08/06/2019 00:26:48.392
Estimote Timer,Starting the Estimote,08/06/2019 00:26:48.436
Main Activity,Failed to unregister battery information at,08/06/2019 00:26:51.983
Main Thread,Wifi is disabled at,08/06/2019 00:26:54.397
Sleep Button,Stopped Heart Rate Sensor while NOT charging at,08/06/2019 00:26:54.421
Sleep Button,Stopped Accelerometer Sensor while NOT charging at,08/06/2019 00:26:54.422
Sleep Button,Stopped Estimote Sensor while NOT charging at,08/06/2019 00:26:54.423
Heart Rate Timer Service,Stopped Heart Rate Sensor at,08/06/2019 00:26:54.484
Estimote Timer,Stopped Estimote Timer at,08/06/2019 00:26:54.502
Estimote Sensor,Killed Sensor at,08/06/2019 00:27:35.408
Estimote Service,Killed Estimote Service at,08/06/2019 00:27:35.422
Estimote Timer,Started Estimote Service at,08/06/2019 00:34:53.336
Estimote Timer,No Activity at 1,08/06/2019 00:34:53.352
Estimote Sensor,Killed Sensor at,08/06/2019 00:36:12.405
Estimote Service,Killed Estimote Service at,08/06/2019 00:36:12.419
Estimote Timer,Started Estimote Service at,08/06/2019 02:32:08.565
Estimote Timer,No Activity at 2,08/06/2019 02:32:08.580
Estimote Sensor,Killed Sensor at,08/06/2019 02:38:06.848
Estimote Service,Killed Estimote Service at,08/06/2019 02:38:06.887
Estimote Timer,Started Estimote Service at,08/06/2019 04:00:57.870
Estimote Timer,No Activity at 3,08/06/2019 04:00:57.886
Estimote Sensor,Killed Sensor at,08/06/2019 04:02:29.410
Estimote Service,Killed Estimote Service at,08/06/2019 04:02:29.423
Estimote Timer,Started Estimote Service at,08/06/2019 04:19:08.112
Estimote Timer,No Activity at 4,08/06/2019 04:19:08.127
Estimote Sensor,Killed Sensor at,08/06/2019 04:19:23.152
Estimote Service,Killed Estimote Service at,08/06/2019 04:19:23.164
Estimote Timer,Started Estimote Service at,08/06/2019 04:31:21.614
Estimote Timer,No Activity at 5,08/06/2019 04:31:21.630
Estimote Timer,Stopped the Estimote Timer,08/06/2019 04:31:21.638
Estimote Timer,Stopped Estimote Timer at,08/06/2019 04:31:21.648
Main Thread,Enabling Low Battery Warning at,08/06/2019 05:11:06.458
Main Thread,Enabling Low Battery Warning at,08/06/2019 05:11:06.581
Main Activity,Failed to unregister battery information at,08/06/2019 05:11:07.204
Main Activity,Restarted Heart Rate Timer at,08/06/2019 05:11:07.395
Main Activity,Restarted Accelerometer Sensor at,08/06/2019 05:11:07.446
Main Activity,Restarted Estimote Timer at,08/06/2019 05:11:07.499
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 05:11:07.554
Estimote Timer,Started Estimote Service at,08/06/2019 05:11:07.624
Estimote Timer,No Activity at 1,08/06/2019 05:11:07.662
Main Thread,Enabling Low Battery Warning at,08/06/2019 05:11:07.710
Main Thread,Enabling Low Battery Warning at,08/06/2019 05:11:10.151
Main Thread,Enabling Low Battery Warning at,08/06/2019 05:11:10.251
Estimote Sensor,Killed Sensor at,08/06/2019 05:11:22.794
Estimote Service,Killed Estimote Service at,08/06/2019 05:11:22.805
Main Activity,Failed to unregister battery information at,08/06/2019 05:11:37.327
Heart Rate Sensor,Killed Sensor at,08/06/2019 05:11:37.700
Estimote Timer,Started Estimote Service at,08/06/2019 05:13:07.616
Estimote Timer,No Activity at 2,08/06/2019 05:13:07.630
Estimote Sensor,Killed Sensor at,08/06/2019 05:13:22.652
Estimote Service,Killed Estimote Service at,08/06/2019 05:13:22.664
Estimote Timer,Started Estimote Service at,08/06/2019 05:15:07.617
Estimote Timer,No Activity at 3,08/06/2019 05:15:07.634
Estimote Sensor,Killed Sensor at,08/06/2019 05:15:22.660
Estimote Service,Killed Estimote Service at,08/06/2019 05:15:22.672
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 05:16:07.551
Heart Rate Sensor,Killed Sensor at,08/06/2019 05:16:37.624
Estimote Timer,Started Estimote Service at,08/06/2019 05:17:07.618
Estimote Timer,No Activity at 4,08/06/2019 05:17:07.632
Estimote Sensor,Killed Sensor at,08/06/2019 05:17:22.657
Estimote Service,Killed Estimote Service at,08/06/2019 05:17:22.668
Estimote Timer,Started Estimote Service at,08/06/2019 05:19:07.619
Estimote Timer,No Activity at 5,08/06/2019 05:19:07.635
Estimote Timer,Stopped the Estimote Timer,08/06/2019 05:19:07.646
Estimote Timer,Stopped Estimote Timer at,08/06/2019 05:19:07.659
Main Thread,Enabling Low Battery Warning at,08/06/2019 05:21:06.626
Main Thread,Enabling Low Battery Warning at,08/06/2019 05:21:06.716
Main Activity,Failed to unregister battery information at,08/06/2019 05:21:06.934
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 05:21:07.553
Main Thread,Enabling Low Battery Warning at,08/06/2019 05:21:07.832
Main Activity,Failed to unregister battery information at,08/06/2019 05:21:08.039
Main Thread,Enabling Low Battery Warning at,08/06/2019 05:21:10.347
Main Thread,Enabling Low Battery Warning at,08/06/2019 05:21:10.452
Main Activity,Failed to unregister battery information at,08/06/2019 05:21:10.670
Heart Rate Sensor,Killed Sensor at,08/06/2019 05:21:37.628
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 05:26:07.552
Heart Rate Sensor,Killed Sensor at,08/06/2019 05:26:37.624
Main Thread,Enabling Low Battery Warning at,08/06/2019 05:31:06.832
Main Thread,Enabling Low Battery Warning at,08/06/2019 05:31:06.918
Main Activity,Failed to unregister battery information at,08/06/2019 05:31:07.118
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 05:31:07.553
Main Thread,Enabling Low Battery Warning at,08/06/2019 05:31:08.027
Main Activity,Failed to unregister battery information at,08/06/2019 05:31:08.238
Main Thread,Enabling Low Battery Warning at,08/06/2019 05:31:10.527
Main Thread,Enabling Low Battery Warning at,08/06/2019 05:31:10.590
Main Activity,Failed to unregister battery information at,08/06/2019 05:31:10.763
Heart Rate Sensor,Killed Sensor at,08/06/2019 05:31:37.626
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 05:36:07.554
Heart Rate Sensor,Killed Sensor at,08/06/2019 05:36:37.628
