Estimote ID, RSSI, Calculated Distance, Date --- Time
45125,-62,0.8637791296072325,2019-08-05 16:03:21.269
12598,-67,1.5183108731975967,2019-08-05 16:03:21.276
41880,-84,8.259640758743096,2019-08-05 16:03:21.293
53024,-57,0.36094285711589763,2019-08-05 16:03:21.262
42110,-79,5.359491623799281,2019-08-05 16:03:21.284
25294,-85,9.100098630191358,2019-08-05 16:03:21.299
28286,-86,10.015969236057254,2019-08-05 16:03:21.305
22042,-54,0.21185635493887311,2019-08-05 16:03:27.885
55284,-44,0.027441603445871186,2019-08-05 16:03:27.869
12598,-50,0.09562538413601478,2019-08-05 16:03:27.874
11814,-59,0.530010610983797,2019-08-05 16:03:27.935
45125,-62,0.8637791296072325,2019-08-05 16:03:27.941
35359,-56,0.30867241938827744,2019-08-05 16:03:27.891
50250,-52,0.14929560217082785,2019-08-05 16:03:27.880
62725,-57,0.36094285711589763,2019-08-05 16:03:27.907
44235,-57,0.36094285711589763,2019-08-05 16:03:27.924
53301,-58,0.4264364202122968,2019-08-05 16:03:27.930
53024,-62,0.8637791296072325,2019-08-05 16:03:27.946
13800,-78,4.645230259776723,2019-08-05 16:03:27.963
25294,-81,6.137897975392404,2019-08-05 16:03:27.977
42110,-81,6.137897975392404,2019-08-05 16:03:27.972
41880,-86,10.015969236057254,2019-08-05 16:03:27.983
28286,-87,10.721323826831759,2019-08-05 16:03:27.988
30461,-77,4.243704690980712,2019-08-05 16:03:27.951
11814,-45,0.034573011711185125,2019-08-05 16:03:29.309
22042,-48,0.06451050805201008,2019-08-05 16:03:29.317
50250,-49,0.08304975716012614,2019-08-05 16:03:29.330
12598,-49,0.08304975716012614,2019-08-05 16:03:29.325
35359,-52,0.14929560217082785,2019-08-05 16:03:29.354
55284,-50,0.09562538413601478,2019-08-05 16:03:29.335
44235,-45,0.034573011711185125,2019-08-05 16:03:29.313
30461,-77,4.243704690980712,2019-08-05 16:03:29.435
41880,-92,17.00011174830764,2019-08-05 16:03:29.448
62725,-51,0.11732982342695389,2019-08-05 16:03:29.343
13800,-81,6.137897975392404,2019-08-05 16:03:29.439
28286,-76,3.92502475642447,2019-08-05 16:03:29.426
53024,-54,0.21185635493887311,2019-08-05 16:03:29.400
42110,-86,10.015969236057254,2019-08-05 16:03:29.444
53301,-57,0.36094285711589763,2019-08-05 16:03:29.417
45125,-59,0.530010610983797,2019-08-05 16:03:29.421
25294,-76,3.92502475642447,2019-08-05 16:03:29.430
50250,-49,0.08304975716012614,2019-08-05 16:03:30.262
44235,-45,0.034573011711185125,2019-08-05 16:03:30.257
55284,-51,0.11732982342695389,2019-08-05 16:03:30.269
11814,-51,0.11732982342695389,2019-08-05 16:03:30.277
35359,-52,0.14929560217082785,2019-08-05 16:03:30.280
12598,-53,0.1793660248465685,2019-08-05 16:03:30.288
53301,-57,0.36094285711589763,2019-08-05 16:03:30.292
28286,-76,3.92502475642447,2019-08-05 16:03:30.308
22042,-60,0.5899321003065906,2019-08-05 16:03:30.301
42110,-79,5.359491623799281,2019-08-05 16:03:30.314
53024,-53,0.1793660248465685,2019-08-05 16:03:30.284
30461,-77,4.243704690980712,2019-08-05 16:03:30.311
45125,-63,1.0066666666666666,2019-08-05 16:03:30.304
62725,-57,0.36094285711589763,2019-08-05 16:03:30.297
13800,-86,10.015969236057254,2019-08-05 16:03:30.321
25294,-80,5.54786650149242,2019-08-05 16:03:30.318
41880,-89,13.276031872722957,2019-08-05 16:03:30.324
55284,-51,0.11732982342695389,2019-08-05 16:03:31.238
53024,-51,0.11732982342695389,2019-08-05 16:03:31.241
44235,-53,0.1793660248465685,2019-08-05 16:03:31.250
62725,-58,0.4264364202122968,2019-08-05 16:03:31.256
11814,-49,0.08304975716012614,2019-08-05 16:03:31.235
50250,-59,0.530010610983797,2019-08-05 16:03:31.259
30461,-77,4.243704690980712,2019-08-05 16:03:31.288
45125,-60,0.5899321003065906,2019-08-05 16:03:31.262
22042,-65,1.2396202709685444,2019-08-05 16:03:31.265
53301,-57,0.36094285711589763,2019-08-05 16:03:31.254
42110,-80,5.54786650149242,2019-08-05 16:03:31.291
35359,-52,0.14929560217082785,2019-08-05 16:03:31.244
28286,-81,6.137897975392404,2019-08-05 16:03:31.303
25294,-80,5.54786650149242,2019-08-05 16:03:31.294
12598,-53,0.1793660248465685,2019-08-05 16:03:31.248
13800,-86,10.015969236057254,2019-08-05 16:03:31.324
41880,-87,10.721323826831759,2019-08-05 16:03:31.350
45125,-53,0.1793660248465685,2019-08-05 16:03:32.213
11814,-49,0.08304975716012614,2019-08-05 16:03:32.201
53024,-51,0.11732982342695389,2019-08-05 16:03:32.209
55284,-51,0.11732982342695389,2019-08-05 16:03:32.204
12598,-53,0.1793660248465685,2019-08-05 16:03:32.216
62725,-57,0.36094285711589763,2019-08-05 16:03:32.224
53301,-63,1.0066666666666666,2019-08-05 16:03:32.242
44235,-53,0.1793660248465685,2019-08-05 16:03:32.221
25294,-80,5.54786650149242,2019-08-05 16:03:32.251
22042,-62,0.8637791296072325,2019-08-05 16:03:32.237
50250,-59,0.530010610983797,2019-08-05 16:03:32.227
35359,-76,3.92502475642447,2019-08-05 16:03:32.245
42110,-77,4.243704690980712,2019-08-05 16:03:32.248
13800,-84,8.259640758743096,2019-08-05 16:03:32.254
30461,-87,10.721323826831759,2019-08-05 16:03:32.291
41880,-86,10.015969236057254,2019-08-05 16:03:32.257
28286,-90,13.610321341129954,2019-08-05 16:03:32.311
45125,-58,0.4264364202122968,2019-08-05 16:04:04.020
44235,-64,1.1040213512631076,2019-08-05 16:04:04.022
22042,-65,1.2396202709685444,2019-08-05 16:04:04.025
35359,-66,1.3909661297537292,2019-08-05 16:04:04.031
11814,-67,1.5183108731975967,2019-08-05 16:04:04.037
50250,-69,1.955808306448999,2019-08-05 16:04:04.042
55284,-67,1.5183108731975967,2019-08-05 16:04:04.034
12598,-69,1.955808306448999,2019-08-05 16:04:04.040
28286,-79,5.359491623799281,2019-08-05 16:04:04.045
41880,-83,7.692930034212977,2019-08-05 16:04:04.048
25294,-83,7.692930034212977,2019-08-05 16:04:04.052
53024,-66,1.3909661297537292,2019-08-05 16:04:04.028
30461,-89,13.276031872722957,2019-08-05 16:04:04.055
11814,-56,0.30867241938827744,2019-08-05 16:04:06.387
44235,-59,0.530010610983797,2019-08-05 16:04:06.393
55284,-59,0.530010610983797,2019-08-05 16:04:06.390
22042,-68,1.67832242226384,2019-08-05 16:04:06.403
50250,-66,1.3909661297537292,2019-08-05 16:04:06.396
35359,-67,1.5183108731975967,2019-08-05 16:04:06.399
45125,-70,2.0451263937029682,2019-08-05 16:04:06.407
