Screen, Action, Date --- Time
Estimote Sensor,Killed Sensor at,08/06/2019 06:28:43.591
Estimote Service,Killed Estimote Service at,08/06/2019 06:28:43.604
Estimote Timer,Started Estimote Service at,08/06/2019 06:30:28.549
Estimote Timer,No Activity at 2,08/06/2019 06:30:28.563
Estimote Sensor,Killed Sensor at,08/06/2019 06:30:43.589
Estimote Service,Killed Estimote Service at,08/06/2019 06:30:43.602
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 06:31:43.704
Heart Rate Sensor,Killed Sensor at,08/06/2019 06:32:13.849
Estimote Timer,Started Estimote Service at,08/06/2019 06:32:28.550
Estimote Timer,No Activity at 3,08/06/2019 06:32:28.564
Estimote Sensor,Killed Sensor at,08/06/2019 06:32:43.596
Estimote Service,Killed Estimote Service at,08/06/2019 06:32:43.609
Estimote Timer,Started Estimote Service at,08/06/2019 06:34:28.551
Estimote Timer,No Activity at 4,08/06/2019 06:34:28.566
Estimote Sensor,Killed Sensor at,08/06/2019 06:34:43.592
Estimote Service,Killed Estimote Service at,08/06/2019 06:34:43.604
Main Activity,Failed to unregister battery information at,08/06/2019 06:36:17.782
Estimote Timer,Started Estimote Service at,08/06/2019 06:36:28.552
Estimote Timer,No Activity at 5,08/06/2019 06:36:28.568
Estimote Timer,Stopped the Estimote Timer,08/06/2019 06:36:28.578
Estimote Timer,Stopped Estimote Timer at,08/06/2019 06:36:28.591
Estimote Timer,Started Estimote Service at,08/06/2019 06:36:38.877
Estimote Timer,No Activity at 1,08/06/2019 06:36:38.896
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 06:36:43.707
Estimote Sensor,Killed Sensor at,08/06/2019 06:36:53.927
Estimote Service,Killed Estimote Service at,08/06/2019 06:36:53.940
Heart Rate Sensor,Killed Sensor at,08/06/2019 06:37:13.772
Estimote Timer,Started Estimote Service at,08/06/2019 06:38:38.877
Estimote Timer,No Activity at 2,08/06/2019 06:38:38.907
Estimote Sensor,Killed Sensor at,08/06/2019 06:38:53.960
Estimote Service,Killed Estimote Service at,08/06/2019 06:38:53.974
Estimote Timer,Started Estimote Service at,08/06/2019 06:40:38.879
Estimote Timer,No Activity at 3,08/06/2019 06:40:38.894
Estimote Sensor,Killed Sensor at,08/06/2019 06:40:53.919
Estimote Service,Killed Estimote Service at,08/06/2019 06:40:53.967
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 06:41:43.708
Heart Rate Sensor,Killed Sensor at,08/06/2019 06:42:13.778
Estimote Timer,Started Estimote Service at,08/06/2019 06:42:38.880
Estimote Timer,Starting the Estimote,08/06/2019 06:42:38.904
Estimote Sensor,Killed Sensor at,08/06/2019 06:42:53.933
Estimote Service,Killed Estimote Service at,08/06/2019 06:42:53.945
Estimote Timer,Started Estimote Service at,08/06/2019 06:44:38.882
Estimote Timer,No Activity at 1,08/06/2019 06:44:38.896
Estimote Sensor,Killed Sensor at,08/06/2019 06:44:53.922
Estimote Service,Killed Estimote Service at,08/06/2019 06:44:53.934
Estimote Timer,Started Estimote Service at,08/06/2019 06:46:38.884
Estimote Timer,No Activity at 2,08/06/2019 06:46:38.900
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 06:46:43.709
Estimote Sensor,Killed Sensor at,08/06/2019 06:46:53.930
Estimote Service,Killed Estimote Service at,08/06/2019 06:46:53.944
Heart Rate Sensor,Killed Sensor at,08/06/2019 06:47:13.778
Estimote Timer,Started Estimote Service at,08/06/2019 06:48:38.886
Estimote Timer,No Activity at 3,08/06/2019 06:48:38.900
Estimote Sensor,Killed Sensor at,08/06/2019 06:48:53.927
Estimote Service,Killed Estimote Service at,08/06/2019 06:48:53.940
Estimote Timer,Started Estimote Service at,08/06/2019 06:50:38.888
Estimote Timer,No Activity at 4,08/06/2019 06:50:38.903
Estimote Sensor,Killed Sensor at,08/06/2019 06:50:53.929
Estimote Service,Killed Estimote Service at,08/06/2019 06:50:53.942
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 06:51:43.710
Heart Rate Sensor,Killed Sensor at,08/06/2019 06:52:13.785
Estimote Timer,Started Estimote Service at,08/06/2019 06:52:38.890
Estimote Timer,No Activity at 5,08/06/2019 06:52:38.906
Estimote Timer,Stopped the Estimote Timer,08/06/2019 06:52:38.918
Estimote Timer,Stopped Estimote Timer at,08/06/2019 06:52:38.929
Estimote Timer,Started Estimote Service at,08/06/2019 06:52:59.300
Estimote Timer,No Activity at 1,08/06/2019 06:52:59.314
Estimote Sensor,Killed Sensor at,08/06/2019 06:53:14.340
Estimote Service,Killed Estimote Service at,08/06/2019 06:53:14.352
Estimote Timer,Started Estimote Service at,08/06/2019 06:54:59.297
Estimote Timer,No Activity at 2,08/06/2019 06:54:59.318
Estimote Sensor,Killed Sensor at,08/06/2019 06:55:14.347
Estimote Service,Killed Estimote Service at,08/06/2019 06:55:14.360
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 06:56:43.712
Estimote Timer,Started Estimote Service at,08/06/2019 06:56:59.298
Estimote Timer,No Activity at 3,08/06/2019 06:56:59.325
Heart Rate Sensor,Killed Sensor at,08/06/2019 06:57:13.787
Estimote Sensor,Killed Sensor at,08/06/2019 06:57:14.355
Estimote Service,Killed Estimote Service at,08/06/2019 06:57:14.369
Estimote Timer,Started Estimote Service at,08/06/2019 06:58:59.300
Estimote Timer,No Activity at 4,08/06/2019 06:58:59.315
Estimote Sensor,Killed Sensor at,08/06/2019 06:59:14.369
Estimote Service,Killed Estimote Service at,08/06/2019 06:59:14.382
Estimote Timer,Started Estimote Service at,08/06/2019 07:00:59.301
Estimote Timer,No Activity at 5,08/06/2019 07:00:59.322
Estimote Timer,Stopped the Estimote Timer,08/06/2019 07:00:59.332
Estimote Timer,Stopped Estimote Timer at,08/06/2019 07:00:59.344
Estimote Timer,Started Estimote Service at,08/06/2019 07:01:14.441
Estimote Timer,No Activity at 1,08/06/2019 07:01:14.456
Estimote Sensor,Killed Sensor at,08/06/2019 07:01:29.484
Estimote Service,Killed Estimote Service at,08/06/2019 07:01:29.497
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 07:01:43.711
Heart Rate Sensor,Killed Sensor at,08/06/2019 07:02:13.775
Estimote Timer,Started Estimote Service at,08/06/2019 07:03:14.441
Estimote Timer,No Activity at 2,08/06/2019 07:03:14.471
Estimote Sensor,Killed Sensor at,08/06/2019 07:03:29.503
Estimote Service,Killed Estimote Service at,08/06/2019 07:03:29.515
Estimote Timer,Started Estimote Service at,08/06/2019 07:05:14.442
Estimote Timer,No Activity at 3,08/06/2019 07:05:14.468
Estimote Sensor,Killed Sensor at,08/06/2019 07:05:29.516
Estimote Service,Killed Estimote Service at,08/06/2019 07:05:29.528
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 07:06:43.713
Heart Rate Sensor,Killed Sensor at,08/06/2019 07:07:13.778
Estimote Timer,Started Estimote Service at,08/06/2019 07:07:14.444
Estimote Timer,No Activity at 4,08/06/2019 07:07:14.460
Estimote Sensor,Killed Sensor at,08/06/2019 07:07:29.485
Estimote Service,Killed Estimote Service at,08/06/2019 07:07:29.559
Estimote Timer,Started Estimote Service at,08/06/2019 07:09:14.446
Estimote Timer,No Activity at 5,08/06/2019 07:09:14.462
Estimote Timer,Stopped the Estimote Timer,08/06/2019 07:09:14.470
Estimote Timer,Stopped Estimote Timer at,08/06/2019 07:09:14.481
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 07:11:43.716
Estimote Timer,Started Estimote Service at,08/06/2019 07:11:54.669
Estimote Timer,No Activity at 1,08/06/2019 07:11:54.685
Estimote Sensor,Killed Sensor at,08/06/2019 07:12:09.723
Estimote Service,Killed Estimote Service at,08/06/2019 07:12:09.735
Heart Rate Sensor,Killed Sensor at,08/06/2019 07:12:13.786
Estimote Timer,Started Estimote Service at,08/06/2019 07:13:54.670
Estimote Timer,No Activity at 2,08/06/2019 07:13:54.708
Estimote Sensor,Killed Sensor at,08/06/2019 07:14:09.743
Estimote Service,Killed Estimote Service at,08/06/2019 07:14:09.755
Estimote Timer,Started Estimote Service at,08/06/2019 07:15:54.672
Estimote Timer,No Activity at 3,08/06/2019 07:15:54.687
Estimote Sensor,Killed Sensor at,08/06/2019 07:16:09.740
Estimote Service,Killed Estimote Service at,08/06/2019 07:16:09.753
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 07:16:43.718
Heart Rate Sensor,Killed Sensor at,08/06/2019 07:17:13.777
Estimote Timer,Started Estimote Service at,08/06/2019 07:17:54.673
Estimote Timer,No Activity at 4,08/06/2019 07:17:54.687
Estimote Sensor,Killed Sensor at,08/06/2019 07:18:09.710
Estimote Service,Killed Estimote Service at,08/06/2019 07:18:09.723
Estimote Timer,Started Estimote Service at,08/06/2019 07:19:54.676
Estimote Timer,No Activity at 5,08/06/2019 07:19:54.689
Estimote Timer,Stopped the Estimote Timer,08/06/2019 07:19:54.697
Estimote Timer,Stopped Estimote Timer at,08/06/2019 07:19:54.708
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 07:21:43.719
Heart Rate Sensor,Killed Sensor at,08/06/2019 07:22:13.797
Estimote Timer,Started Estimote Service at,08/06/2019 07:22:29.988
Estimote Timer,No Activity at 1,08/06/2019 07:22:30.005
Estimote Sensor,Killed Sensor at,08/06/2019 07:22:45.033
Estimote Service,Killed Estimote Service at,08/06/2019 07:22:45.044
Estimote Timer,Started Estimote Service at,08/06/2019 07:24:29.989
Estimote Timer,No Activity at 2,08/06/2019 07:24:30.002
Estimote Sensor,Killed Sensor at,08/06/2019 07:24:45.028
Estimote Service,Killed Estimote Service at,08/06/2019 07:24:45.041
Estimote Timer,Started Estimote Service at,08/06/2019 07:26:29.989
Estimote Timer,No Activity at 3,08/06/2019 07:26:30.011
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 07:26:43.720
Estimote Sensor,Killed Sensor at,08/06/2019 07:26:45.040
Estimote Service,Killed Estimote Service at,08/06/2019 07:26:45.053
Heart Rate Sensor,Killed Sensor at,08/06/2019 07:27:13.797
Estimote Timer,Started Estimote Service at,08/06/2019 07:28:29.998
Estimote Timer,No Activity at 4,08/06/2019 07:28:30.014
Estimote Sensor,Killed Sensor at,08/06/2019 07:28:45.052
Estimote Service,Killed Estimote Service at,08/06/2019 07:28:45.065
Estimote Timer,Started Estimote Service at,08/06/2019 07:30:30.000
Estimote Timer,No Activity at 5,08/06/2019 07:30:30.033
Estimote Timer,Stopped the Estimote Timer,08/06/2019 07:30:30.044
Estimote Timer,Stopped Estimote Timer at,08/06/2019 07:30:30.075
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 07:31:43.721
Heart Rate Sensor,Killed Sensor at,08/06/2019 07:32:13.791
Estimote Timer,Started Estimote Service at,08/06/2019 07:34:15.155
Estimote Timer,No Activity at 1,08/06/2019 07:34:15.172
Estimote Sensor,Killed Sensor at,08/06/2019 07:34:30.204
Estimote Service,Killed Estimote Service at,08/06/2019 07:34:30.216
Estimote Timer,Started Estimote Service at,08/06/2019 07:36:15.156
Estimote Timer,No Activity at 2,08/06/2019 07:36:15.174
Estimote Sensor,Killed Sensor at,08/06/2019 07:36:30.202
Estimote Service,Killed Estimote Service at,08/06/2019 07:36:30.215
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 07:36:43.748
Heart Rate Sensor,Killed Sensor at,08/06/2019 07:37:13.809
Estimote Timer,Started Estimote Service at,08/06/2019 07:38:15.157
Estimote Timer,No Activity at 3,08/06/2019 07:38:15.173
Estimote Sensor,Killed Sensor at,08/06/2019 07:38:30.200
Estimote Service,Killed Estimote Service at,08/06/2019 07:38:30.251
Estimote Timer,Started Estimote Service at,08/06/2019 07:40:15.158
Estimote Timer,No Activity at 4,08/06/2019 07:40:15.173
Estimote Sensor,Killed Sensor at,08/06/2019 07:40:30.199
Estimote Service,Killed Estimote Service at,08/06/2019 07:40:30.244
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 07:41:43.749
Heart Rate Sensor,Killed Sensor at,08/06/2019 07:42:13.818
Estimote Timer,Started Estimote Service at,08/06/2019 07:42:15.160
Estimote Timer,No Activity at 5,08/06/2019 07:42:15.177
Estimote Timer,Stopped the Estimote Timer,08/06/2019 07:42:15.188
Estimote Timer,Stopped Estimote Timer at,08/06/2019 07:42:15.199
Estimote Timer,Started Estimote Service at,08/06/2019 07:43:30.404
Estimote Timer,No Activity at 1,08/06/2019 07:43:30.420
Estimote Sensor,Killed Sensor at,08/06/2019 07:43:45.445
Estimote Service,Killed Estimote Service at,08/06/2019 07:43:45.458
Estimote Timer,Started Estimote Service at,08/06/2019 07:45:30.404
Estimote Timer,No Activity at 2,08/06/2019 07:45:30.417
Estimote Sensor,Killed Sensor at,08/06/2019 07:45:45.441
Estimote Service,Killed Estimote Service at,08/06/2019 07:45:45.453
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 07:46:43.749
Heart Rate Sensor,Killed Sensor at,08/06/2019 07:47:13.823
Estimote Timer,Started Estimote Service at,08/06/2019 07:47:30.406
Estimote Timer,No Activity at 3,08/06/2019 07:47:30.424
Estimote Sensor,Killed Sensor at,08/06/2019 07:47:45.472
Estimote Service,Killed Estimote Service at,08/06/2019 07:47:45.489
End of Day Timer Service,Started Prompt 1 at,08/06/2019 07:49:20.274
Estimote Timer,Started Estimote Service at,08/06/2019 07:49:30.406
Estimote Timer,No Activity at 4,08/06/2019 07:49:30.435
Estimote Sensor,Killed Sensor at,08/06/2019 07:49:45.497
Estimote Service,Killed Estimote Service at,08/06/2019 07:49:45.518
Estimote Timer,Started Estimote Service at,08/06/2019 07:51:30.408
Estimote Timer,No Activity at 5,08/06/2019 07:51:30.424
Estimote Timer,Stopped the Estimote Timer,08/06/2019 07:51:30.435
Estimote Timer,Stopped Estimote Timer at,08/06/2019 07:51:30.446
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 07:51:43.752
Heart Rate Sensor,Killed Sensor at,08/06/2019 07:52:13.811
Estimote Timer,Started Estimote Service at,08/06/2019 07:52:25.613
Estimote Timer,Starting the Estimote,08/06/2019 07:52:25.632
Estimote Sensor,Killed Sensor at,08/06/2019 07:52:40.656
Estimote Service,Killed Estimote Service at,08/06/2019 07:52:40.670
Estimote Timer,Started Estimote Service at,08/06/2019 07:54:25.614
Estimote Timer,No Activity at 1,08/06/2019 07:54:25.628
Estimote Sensor,Killed Sensor at,08/06/2019 07:54:40.651
Estimote Service,Killed Estimote Service at,08/06/2019 07:54:40.664
Estimote Timer,Started Estimote Service at,08/06/2019 07:56:25.615
Estimote Timer,No Activity at 2,08/06/2019 07:56:25.630
Estimote Sensor,Killed Sensor at,08/06/2019 07:56:40.660
Estimote Service,Killed Estimote Service at,08/06/2019 07:56:40.684
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 07:56:43.751
Heart Rate Sensor,Killed Sensor at,08/06/2019 07:57:13.892
Estimote Timer,Started Estimote Service at,08/06/2019 07:58:25.616
Estimote Timer,No Activity at 3,08/06/2019 07:58:25.630
Estimote Sensor,Killed Sensor at,08/06/2019 07:58:40.657
Estimote Service,Killed Estimote Service at,08/06/2019 07:58:40.669
Estimote Timer,Started Estimote Service at,08/06/2019 08:00:25.617
Estimote Timer,Starting the Estimote,08/06/2019 08:00:25.641
Estimote Sensor,Killed Sensor at,08/06/2019 08:00:40.698
Estimote Service,Killed Estimote Service at,08/06/2019 08:00:40.711
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 08:01:43.754
Heart Rate Sensor,Killed Sensor at,08/06/2019 08:02:13.820
Estimote Timer,Started Estimote Service at,08/06/2019 08:02:25.617
Estimote Timer,Starting the Estimote,08/06/2019 08:02:25.638
Estimote Sensor,Killed Sensor at,08/06/2019 08:02:40.661
Estimote Service,Killed Estimote Service at,08/06/2019 08:02:40.673
End of Day Prompt 1,Automatically Snoozed Prompt 1 at,08/06/2019 08:04:20.927
Main Activity,Started Heart Rate Timer at,08/06/2019 08:56:49.721
Main Activity,Started Accelerometer Sensor at,08/06/2019 08:56:49.766
Main Activity,Started Pedometer Sensor at,08/06/2019 08:56:49.805
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 08:56:50.143
Estimote Timer,Started Estimote Service at,08/06/2019 08:56:50.369
Estimote Timer,No Activity at 1,08/06/2019 08:56:50.412
Estimote Sensor,Killed Sensor at,08/06/2019 08:57:07.503
Estimote Service,Killed Estimote Service at,08/06/2019 08:57:07.519
Main Thread,Wifi is disabled at,08/06/2019 08:57:10.357
Sleep Button,Stopped Heart Rate Sensor while NOT charging at,08/06/2019 08:57:10.396
Sleep Button,Stopped Accelerometer Sensor while NOT charging at,08/06/2019 08:57:10.397
Sleep Button,Stopped Estimote Sensor while NOT charging at,08/06/2019 08:57:10.397
Heart Rate Timer Service,Stopped Heart Rate Sensor at,08/06/2019 08:57:10.480
Estimote Timer,Stopped Estimote Timer at,08/06/2019 08:57:10.514
Main Thread,Wifi is disabled at,08/06/2019 09:00:13.792
Sleep Button,Started Heart Rate Sensor while NOT charging at,08/06/2019 09:00:13.838
Sleep Button,Started Accelerometer Sensor while NOT charging at,08/06/2019 09:00:13.840
Sleep Button,Started Estimote Sensor while NOT charging at,08/06/2019 09:00:13.841
Estimote Timer,Started Estimote Service at,08/06/2019 09:00:13.946
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 09:03:13.749
Estimote Timer,No Activity at 1,08/06/2019 09:03:13.831
Estimote Timer,Started Estimote Service at,08/06/2019 09:03:13.819
Estimote Timer,Started Estimote Service at,08/06/2019 09:03:13.862
Estimote Timer,Starting the Estimote,08/06/2019 09:03:13.945
Estimote Timer,No Activity at 1,08/06/2019 09:03:13.973
Estimote Sensor,Killed Sensor at,08/06/2019 09:03:28.997
Estimote Sensor,Killed Sensor at,08/06/2019 09:03:29.013
Estimote Service,Killed Estimote Service at,08/06/2019 09:03:29.013
Heart Rate Sensor,Killed Sensor at,08/06/2019 09:03:43.984
Main Activity,Failed to unregister battery information at,08/06/2019 09:03:50.245
Estimote Timer,Started Estimote Service at,08/06/2019 09:05:13.816
Estimote Timer,No Activity at 2,08/06/2019 09:05:13.837
Estimote Timer,Started Estimote Service at,08/06/2019 09:05:13.872
Estimote Timer,No Activity at 3,08/06/2019 09:05:13.899
Estimote Sensor,Killed Sensor at,08/06/2019 09:05:28.867
Estimote Service,Killed Estimote Service at,08/06/2019 09:05:28.882
Estimote Timer,Started Estimote Service at,08/06/2019 09:07:13.817
Estimote Timer,No Activity at 4,08/06/2019 09:07:13.837
Estimote Timer,Started Estimote Service at,08/06/2019 09:07:13.868
Estimote Timer,No Activity at 5,08/06/2019 09:07:13.885
Estimote Timer,Stopped the Estimote Timer,08/06/2019 09:07:13.897
Estimote Timer,Stopped Estimote Timer at,08/06/2019 09:07:13.913
Estimote Sensor,Killed Sensor at,08/06/2019 09:07:28.867
Estimote Service,Killed Estimote Service at,08/06/2019 09:07:28.882
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 09:08:13.745
Heart Rate Sensor,Killed Sensor at,08/06/2019 09:08:43.826
Estimote Timer,Started Estimote Service at,08/06/2019 09:09:08.585
Estimote Timer,No Activity at 1,08/06/2019 09:09:08.605
Estimote Sensor,Killed Sensor at,08/06/2019 09:09:23.634
Estimote Service,Killed Estimote Service at,08/06/2019 09:09:23.647
Estimote Timer,Started Estimote Service at,08/06/2019 09:11:08.586
Estimote Timer,No Activity at 2,08/06/2019 09:11:08.602
Estimote Sensor,Killed Sensor at,08/06/2019 09:11:23.643
Estimote Service,Killed Estimote Service at,08/06/2019 09:11:23.715
Estimote Timer,Started Estimote Service at,08/06/2019 09:13:08.598
Estimote Timer,No Activity at 3,08/06/2019 09:13:08.617
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 09:13:13.747
Estimote Sensor,Killed Sensor at,08/06/2019 09:13:23.646
Estimote Service,Killed Estimote Service at,08/06/2019 09:13:23.677
Heart Rate Sensor,Killed Sensor at,08/06/2019 09:13:43.881
Estimote Timer,Started Estimote Service at,08/06/2019 09:15:08.599
Estimote Timer,No Activity at 4,08/06/2019 09:15:08.614
Estimote Sensor,Killed Sensor at,08/06/2019 09:15:23.644
Estimote Service,Killed Estimote Service at,08/06/2019 09:15:23.657
Estimote Timer,Started Estimote Service at,08/06/2019 09:17:08.601
Estimote Timer,No Activity at 5,08/06/2019 09:17:08.619
Estimote Timer,Stopped the Estimote Timer,08/06/2019 09:17:08.630
Estimote Timer,Stopped Estimote Timer at,08/06/2019 09:17:08.642
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 09:18:13.748
Heart Rate Sensor,Killed Sensor at,08/06/2019 09:18:43.811
Estimote Timer,Started Estimote Service at,08/06/2019 09:21:23.907
Estimote Timer,No Activity at 1,08/06/2019 09:21:23.921
Estimote Sensor,Killed Sensor at,08/06/2019 09:21:38.948
Estimote Service,Killed Estimote Service at,08/06/2019 09:21:38.963
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 09:23:13.750
Estimote Timer,Started Estimote Service at,08/06/2019 09:23:23.907
Estimote Timer,No Activity at 2,08/06/2019 09:23:23.920
Estimote Sensor,Killed Sensor at,08/06/2019 09:23:38.945
Estimote Service,Killed Estimote Service at,08/06/2019 09:23:38.958
Heart Rate Sensor,Killed Sensor at,08/06/2019 09:23:43.839
Estimote Timer,Started Estimote Service at,08/06/2019 09:25:23.908
Estimote Timer,No Activity at 3,08/06/2019 09:25:23.923
Estimote Sensor,Killed Sensor at,08/06/2019 09:25:38.953
Estimote Service,Killed Estimote Service at,08/06/2019 09:25:38.982
Estimote Timer,Started Estimote Service at,08/06/2019 09:27:23.910
Estimote Timer,No Activity at 4,08/06/2019 09:27:23.923
Estimote Sensor,Killed Sensor at,08/06/2019 09:27:38.951
Estimote Service,Killed Estimote Service at,08/06/2019 09:27:38.962
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 09:28:13.753
Heart Rate Sensor,Killed Sensor at,08/06/2019 09:28:43.823
Estimote Timer,Started Estimote Service at,08/06/2019 09:29:23.912
Estimote Timer,No Activity at 5,08/06/2019 09:29:23.929
Estimote Timer,Stopped the Estimote Timer,08/06/2019 09:29:23.939
Estimote Timer,Stopped Estimote Timer at,08/06/2019 09:29:23.951
Estimote Timer,Started Estimote Service at,08/06/2019 09:30:49.118
Estimote Timer,No Activity at 1,08/06/2019 09:30:49.137
Estimote Sensor,Killed Sensor at,08/06/2019 09:31:04.166
Estimote Service,Killed Estimote Service at,08/06/2019 09:31:04.179
Estimote Timer,Started Estimote Service at,08/06/2019 09:32:49.118
Estimote Timer,No Activity at 2,08/06/2019 09:32:49.135
Estimote Sensor,Killed Sensor at,08/06/2019 09:33:04.178
Estimote Service,Killed Estimote Service at,08/06/2019 09:33:04.196
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 09:33:13.754
Heart Rate Sensor,Killed Sensor at,08/06/2019 09:33:43.814
Estimote Timer,Started Estimote Service at,08/06/2019 09:34:49.120
Estimote Timer,No Activity at 3,08/06/2019 09:34:49.135
Estimote Sensor,Killed Sensor at,08/06/2019 09:35:04.164
Estimote Service,Killed Estimote Service at,08/06/2019 09:35:04.178
Estimote Timer,Started Estimote Service at,08/06/2019 09:36:49.121
Estimote Timer,No Activity at 4,08/06/2019 09:36:49.136
Estimote Sensor,Killed Sensor at,08/06/2019 09:37:04.170
Estimote Service,Killed Estimote Service at,08/06/2019 09:37:04.183
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 09:38:13.757
Heart Rate Sensor,Killed Sensor at,08/06/2019 09:38:43.833
Estimote Timer,Started Estimote Service at,08/06/2019 09:38:49.121
Estimote Timer,No Activity at 5,08/06/2019 09:38:49.134
Estimote Timer,Stopped the Estimote Timer,08/06/2019 09:38:49.143
Estimote Timer,Stopped Estimote Timer at,08/06/2019 09:38:49.153
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 09:43:13.757
Heart Rate Sensor,Killed Sensor at,08/06/2019 09:43:43.819
Estimote Timer,Started Estimote Service at,08/06/2019 09:44:59.539
Estimote Timer,No Activity at 1,08/06/2019 09:44:59.559
Estimote Sensor,Killed Sensor at,08/06/2019 09:45:14.588
Estimote Service,Killed Estimote Service at,08/06/2019 09:45:14.608
Estimote Timer,Started Estimote Service at,08/06/2019 09:46:59.540
Estimote Timer,No Activity at 2,08/06/2019 09:46:59.580
Estimote Sensor,Killed Sensor at,08/06/2019 09:47:14.620
Estimote Service,Killed Estimote Service at,08/06/2019 09:47:14.645
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 09:48:13.759
Heart Rate Sensor,Killed Sensor at,08/06/2019 09:48:43.820
Main Thread,Wifi is disabled at,08/06/2019 09:48:50.682
Sleep Button,Stopped Heart Rate Sensor while NOT charging at,08/06/2019 09:48:50.715
Sleep Button,Stopped Accelerometer Sensor while NOT charging at,08/06/2019 09:48:50.716
Sleep Button,Stopped Estimote Sensor while NOT charging at,08/06/2019 09:48:50.716
Estimote Timer,Stopped Estimote Timer at,08/06/2019 09:48:51.010
Main Activity,Failed to unregister battery information at,08/06/2019 09:49:06.107
Main Thread,Wifi is disabled at,08/06/2019 10:08:00.444
Sleep Button,Started Heart Rate Sensor while NOT charging at,08/06/2019 10:08:00.504
Sleep Button,Started Accelerometer Sensor while NOT charging at,08/06/2019 10:08:00.505
Sleep Button,Started Estimote Sensor while NOT charging at,08/06/2019 10:08:00.506
Estimote Timer,Started Estimote Service at,08/06/2019 10:08:00.790
Estimote Timer,Started Estimote Service at,08/06/2019 10:08:00.842
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 10:08:00.781
Main Activity,Failed to unregister battery information at,08/06/2019 10:08:00.887
Estimote Timer,No Activity at 1,08/06/2019 10:08:00.863
Estimote Timer,No Activity at 2,08/06/2019 10:08:00.883
Estimote Sensor,Killed Sensor at,08/06/2019 10:08:16.013
Estimote Service,Killed Estimote Service at,08/06/2019 10:08:16.026
Estimote Sensor,Killed Sensor at,08/06/2019 10:08:16.027
Heart Rate Sensor,Killed Sensor at,08/06/2019 10:08:30.984
Estimote Timer,Started Estimote Service at,08/06/2019 10:10:00.791
Estimote Timer,No Activity at 3,08/06/2019 10:10:00.805
Estimote Timer,Started Estimote Service at,08/06/2019 10:10:00.842
Estimote Timer,No Activity at 4,08/06/2019 10:10:00.866
Estimote Sensor,Killed Sensor at,08/06/2019 10:10:15.834
Estimote Service,Killed Estimote Service at,08/06/2019 10:10:15.846
Estimote Timer,Started Estimote Service at,08/06/2019 10:12:00.793
Estimote Timer,No Activity at 5,08/06/2019 10:12:00.805
Estimote Timer,Stopped the Estimote Timer,08/06/2019 10:12:00.815
Estimote Timer,Stopped Estimote Timer at,08/06/2019 10:12:00.828
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 10:13:00.777
Heart Rate Sensor,Killed Sensor at,08/06/2019 10:13:30.850
Estimote Timer,Started Estimote Service at,08/06/2019 10:14:09.250
Estimote Timer,No Activity at 1,08/06/2019 10:14:09.265
Estimote Sensor,Killed Sensor at,08/06/2019 10:14:24.295
Estimote Service,Killed Estimote Service at,08/06/2019 10:14:24.312
Estimote Timer,Started Estimote Service at,08/06/2019 10:16:09.251
Estimote Timer,No Activity at 2,08/06/2019 10:16:09.267
Estimote Sensor,Killed Sensor at,08/06/2019 10:16:24.357
Estimote Service,Killed Estimote Service at,08/06/2019 10:16:24.371
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 10:18:00.778
Estimote Timer,Started Estimote Service at,08/06/2019 10:18:09.252
Estimote Timer,No Activity at 3,08/06/2019 10:18:09.267
