Screen, Action, Date --- Time
Estimote Sensor,Killed Sensor at,08/06/2019 10:18:24.405
Estimote Service,Killed Estimote Service at,08/06/2019 10:18:24.419
Heart Rate Sensor,Killed Sensor at,08/06/2019 10:18:30.847
Estimote Timer,Started Estimote Service at,08/06/2019 10:20:09.253
Estimote Timer,No Activity at 4,08/06/2019 10:20:09.270
Estimote Sensor,Killed Sensor at,08/06/2019 10:20:24.298
Estimote Service,Killed Estimote Service at,08/06/2019 10:20:24.311
Estimote Timer,Started Estimote Service at,08/06/2019 10:22:09.256
Estimote Timer,No Activity at 5,08/06/2019 10:22:09.273
Estimote Timer,Stopped the Estimote Timer,08/06/2019 10:22:09.284
Estimote Timer,Stopped Estimote Timer at,08/06/2019 10:22:09.296
Estimote Timer,Started Estimote Service at,08/06/2019 10:22:29.429
Estimote Timer,No Activity at 1,08/06/2019 10:22:29.446
Estimote Sensor,Killed Sensor at,08/06/2019 10:22:44.474
Estimote Service,Killed Estimote Service at,08/06/2019 10:22:44.487
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 10:23:00.780
Heart Rate Sensor,Killed Sensor at,08/06/2019 10:23:30.841
Estimote Timer,Started Estimote Service at,08/06/2019 10:24:29.431
Estimote Timer,No Activity at 2,08/06/2019 10:24:29.446
Estimote Sensor,Killed Sensor at,08/06/2019 10:24:44.471
Estimote Service,Killed Estimote Service at,08/06/2019 10:24:44.484
Estimote Timer,Started Estimote Service at,08/06/2019 10:26:29.434
Estimote Timer,No Activity at 3,08/06/2019 10:26:29.449
Estimote Sensor,Killed Sensor at,08/06/2019 10:26:44.483
Estimote Service,Killed Estimote Service at,08/06/2019 10:26:44.508
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 10:28:00.780
Estimote Timer,Started Estimote Service at,08/06/2019 10:28:29.436
Estimote Timer,No Activity at 4,08/06/2019 10:28:29.452
Heart Rate Sensor,Killed Sensor at,08/06/2019 10:28:30.843
Estimote Sensor,Killed Sensor at,08/06/2019 10:28:44.478
Estimote Service,Killed Estimote Service at,08/06/2019 10:28:44.490
Estimote Timer,Started Estimote Service at,08/06/2019 10:30:29.437
Estimote Timer,Starting the Estimote,08/06/2019 10:30:29.455
Estimote Sensor,Killed Sensor at,08/06/2019 10:30:44.483
Estimote Service,Killed Estimote Service at,08/06/2019 10:30:44.495
Estimote Timer,Started Estimote Service at,08/06/2019 10:32:29.438
Estimote Timer,No Activity at 1,08/06/2019 10:32:29.453
Estimote Sensor,Killed Sensor at,08/06/2019 10:32:44.477
Estimote Service,Killed Estimote Service at,08/06/2019 10:32:44.498
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 10:33:00.781
Heart Rate Sensor,Killed Sensor at,08/06/2019 10:33:30.851
Main Activity,Failed to unregister battery information at,08/06/2019 10:33:33.984
Estimote Timer,Started Estimote Service at,08/06/2019 10:34:29.440
Estimote Timer,No Activity at 2,08/06/2019 10:34:29.455
Estimote Sensor,Killed Sensor at,08/06/2019 10:34:44.483
Estimote Service,Killed Estimote Service at,08/06/2019 10:34:44.497
Estimote Timer,Started Estimote Service at,08/06/2019 10:36:29.442
Estimote Timer,No Activity at 3,08/06/2019 10:36:29.456
Estimote Sensor,Killed Sensor at,08/06/2019 10:36:44.482
Estimote Service,Killed Estimote Service at,08/06/2019 10:36:44.495
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 10:38:00.783
Estimote Timer,Started Estimote Service at,08/06/2019 10:38:29.444
Estimote Timer,No Activity at 4,08/06/2019 10:38:29.460
Heart Rate Sensor,Killed Sensor at,08/06/2019 10:38:30.841
Estimote Sensor,Killed Sensor at,08/06/2019 10:38:44.486
Estimote Service,Killed Estimote Service at,08/06/2019 10:38:44.499
Estimote Timer,Started Estimote Service at,08/06/2019 10:40:29.445
Estimote Timer,No Activity at 5,08/06/2019 10:40:29.459
Estimote Timer,Stopped the Estimote Timer,08/06/2019 10:40:29.467
Estimote Timer,Stopped Estimote Timer at,08/06/2019 10:40:29.486
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 10:43:00.785
Heart Rate Sensor,Killed Sensor at,08/06/2019 10:43:30.863
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 10:48:00.786
Heart Rate Sensor,Killed Sensor at,08/06/2019 10:48:30.860
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 10:53:00.787
Heart Rate Sensor,Killed Sensor at,08/06/2019 10:53:30.849
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 10:58:00.788
Heart Rate Sensor,Killed Sensor at,08/06/2019 10:58:30.851
Estimote Timer,Started Estimote Service at,08/06/2019 10:58:35.203
Estimote Timer,No Activity at 1,08/06/2019 10:58:35.219
Estimote Sensor,Killed Sensor at,08/06/2019 10:58:50.242
Estimote Service,Killed Estimote Service at,08/06/2019 10:58:50.254
Estimote Timer,Started Estimote Service at,08/06/2019 11:00:35.203
Estimote Timer,No Activity at 2,08/06/2019 11:00:35.219
Estimote Sensor,Killed Sensor at,08/06/2019 11:00:50.248
Estimote Service,Killed Estimote Service at,08/06/2019 11:00:50.323
Estimote Timer,Started Estimote Service at,08/06/2019 11:02:35.206
Estimote Timer,No Activity at 3,08/06/2019 11:02:35.220
Estimote Sensor,Killed Sensor at,08/06/2019 11:02:50.247
Estimote Service,Killed Estimote Service at,08/06/2019 11:02:50.270
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 11:03:00.790
Heart Rate Sensor,Killed Sensor at,08/06/2019 11:03:30.866
Estimote Timer,Started Estimote Service at,08/06/2019 11:04:35.206
Estimote Timer,No Activity at 4,08/06/2019 11:04:35.221
Estimote Sensor,Killed Sensor at,08/06/2019 11:04:50.247
Estimote Service,Killed Estimote Service at,08/06/2019 11:04:50.260
Estimote Timer,Started Estimote Service at,08/06/2019 11:06:35.208
Estimote Timer,No Activity at 5,08/06/2019 11:06:35.224
Estimote Timer,Stopped the Estimote Timer,08/06/2019 11:06:35.235
Estimote Timer,Stopped Estimote Timer at,08/06/2019 11:06:35.248
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 11:08:00.791
Heart Rate Sensor,Killed Sensor at,08/06/2019 11:08:30.849
Estimote Timer,Started Estimote Service at,08/06/2019 11:09:35.429
Estimote Timer,No Activity at 1,08/06/2019 11:09:35.445
Estimote Sensor,Killed Sensor at,08/06/2019 11:09:50.538
Estimote Service,Killed Estimote Service at,08/06/2019 11:09:50.553
Estimote Timer,Started Estimote Service at,08/06/2019 11:11:35.430
Estimote Timer,No Activity at 2,08/06/2019 11:11:35.443
Estimote Sensor,Killed Sensor at,08/06/2019 11:11:50.469
Estimote Service,Killed Estimote Service at,08/06/2019 11:11:50.522
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 11:13:00.792
Heart Rate Sensor,Killed Sensor at,08/06/2019 11:13:30.863
Estimote Timer,Started Estimote Service at,08/06/2019 11:13:35.431
Estimote Timer,No Activity at 3,08/06/2019 11:13:35.445
Estimote Sensor,Killed Sensor at,08/06/2019 11:13:50.473
Estimote Service,Killed Estimote Service at,08/06/2019 11:13:50.495
Estimote Timer,Started Estimote Service at,08/06/2019 11:15:35.433
Estimote Timer,No Activity at 4,08/06/2019 11:15:35.449
Estimote Sensor,Killed Sensor at,08/06/2019 11:15:50.474
Estimote Service,Killed Estimote Service at,08/06/2019 11:15:50.485
Estimote Timer,Started Estimote Service at,08/06/2019 11:17:35.435
Estimote Timer,No Activity at 5,08/06/2019 11:17:35.449
Estimote Timer,Stopped the Estimote Timer,08/06/2019 11:17:35.458
Estimote Timer,Stopped Estimote Timer at,08/06/2019 11:17:35.470
Estimote Timer,Started Estimote Service at,08/06/2019 11:17:40.608
Estimote Timer,No Activity at 1,08/06/2019 11:17:40.622
Estimote Sensor,Killed Sensor at,08/06/2019 11:17:55.652
Estimote Service,Killed Estimote Service at,08/06/2019 11:17:55.664
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 11:18:00.793
Heart Rate Sensor,Killed Sensor at,08/06/2019 11:18:30.856
Estimote Timer,Started Estimote Service at,08/06/2019 11:19:40.600
Estimote Timer,No Activity at 2,08/06/2019 11:19:40.614
Estimote Sensor,Killed Sensor at,08/06/2019 11:19:55.640
Estimote Service,Killed Estimote Service at,08/06/2019 11:19:55.701
Estimote Timer,Started Estimote Service at,08/06/2019 11:21:40.601
Estimote Timer,No Activity at 3,08/06/2019 11:21:40.616
Estimote Sensor,Killed Sensor at,08/06/2019 11:21:55.642
Estimote Service,Killed Estimote Service at,08/06/2019 11:21:55.670
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 11:23:00.794
Heart Rate Sensor,Killed Sensor at,08/06/2019 11:23:30.860
Estimote Timer,Started Estimote Service at,08/06/2019 11:23:40.603
Estimote Timer,No Activity at 4,08/06/2019 11:23:40.617
Estimote Sensor,Killed Sensor at,08/06/2019 11:23:55.643
Estimote Service,Killed Estimote Service at,08/06/2019 11:23:55.654
Estimote Timer,Started Estimote Service at,08/06/2019 11:25:40.606
Estimote Timer,No Activity at 5,08/06/2019 11:25:40.621
Estimote Timer,Stopped the Estimote Timer,08/06/2019 11:25:40.631
Estimote Timer,Stopped Estimote Timer at,08/06/2019 11:25:40.643
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 11:28:00.795
Heart Rate Sensor,Killed Sensor at,08/06/2019 11:28:30.854
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 11:33:00.798
Estimote Timer,Started Estimote Service at,08/06/2019 11:33:10.938
Estimote Timer,No Activity at 1,08/06/2019 11:33:10.953
Estimote Sensor,Killed Sensor at,08/06/2019 11:33:25.977
Estimote Service,Killed Estimote Service at,08/06/2019 11:33:25.989
Heart Rate Sensor,Killed Sensor at,08/06/2019 11:33:30.878
Estimote Timer,Started Estimote Service at,08/06/2019 11:35:10.939
Estimote Timer,No Activity at 2,08/06/2019 11:35:10.954
Estimote Sensor,Killed Sensor at,08/06/2019 11:35:25.979
Estimote Service,Killed Estimote Service at,08/06/2019 11:35:25.991
Estimote Timer,Started Estimote Service at,08/06/2019 11:37:10.939
Estimote Timer,No Activity at 3,08/06/2019 11:37:10.952
Estimote Sensor,Killed Sensor at,08/06/2019 11:37:25.977
Estimote Service,Killed Estimote Service at,08/06/2019 11:37:25.990
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 11:38:00.799
Heart Rate Sensor,Killed Sensor at,08/06/2019 11:38:30.858
Estimote Timer,Started Estimote Service at,08/06/2019 11:39:10.941
Estimote Timer,No Activity at 4,08/06/2019 11:39:10.956
Estimote Sensor,Killed Sensor at,08/06/2019 11:39:25.980
Estimote Service,Killed Estimote Service at,08/06/2019 11:39:25.992
Estimote Timer,Started Estimote Service at,08/06/2019 11:41:10.943
Estimote Timer,No Activity at 5,08/06/2019 11:41:10.956
Estimote Timer,Stopped the Estimote Timer,08/06/2019 11:41:10.967
Estimote Timer,Stopped Estimote Timer at,08/06/2019 11:41:10.979
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 11:43:00.802
Heart Rate Sensor,Killed Sensor at,08/06/2019 11:43:30.870
Estimote Timer,Started Estimote Service at,08/06/2019 11:46:21.227
Estimote Timer,No Activity at 1,08/06/2019 11:46:21.242
Estimote Sensor,Killed Sensor at,08/06/2019 11:46:36.268
Estimote Service,Killed Estimote Service at,08/06/2019 11:46:36.286
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 11:48:00.803
Estimote Timer,Started Estimote Service at,08/06/2019 11:48:21.228
Estimote Timer,No Activity at 2,08/06/2019 11:48:21.244
Heart Rate Sensor,Killed Sensor at,08/06/2019 11:48:30.880
Estimote Sensor,Killed Sensor at,08/06/2019 11:48:36.270
Estimote Service,Killed Estimote Service at,08/06/2019 11:48:36.282
Estimote Timer,Started Estimote Service at,08/06/2019 11:50:21.231
Estimote Timer,No Activity at 3,08/06/2019 11:50:21.246
Estimote Sensor,Killed Sensor at,08/06/2019 11:50:36.277
Estimote Service,Killed Estimote Service at,08/06/2019 11:50:36.363
Estimote Timer,Started Estimote Service at,08/06/2019 11:52:21.233
Estimote Timer,No Activity at 4,08/06/2019 11:52:21.249
Estimote Sensor,Killed Sensor at,08/06/2019 11:52:36.277
Estimote Service,Killed Estimote Service at,08/06/2019 11:52:36.293
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 11:53:00.809
Heart Rate Sensor,Killed Sensor at,08/06/2019 11:53:30.870
Estimote Timer,Started Estimote Service at,08/06/2019 11:54:21.235
Estimote Timer,No Activity at 5,08/06/2019 11:54:21.249
Estimote Timer,Stopped the Estimote Timer,08/06/2019 11:54:21.258
Estimote Timer,Stopped Estimote Timer at,08/06/2019 11:54:21.270
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 11:58:00.806
Heart Rate Sensor,Killed Sensor at,08/06/2019 11:58:30.869
Estimote Timer,Started Estimote Service at,08/06/2019 11:59:06.561
Estimote Timer,No Activity at 1,08/06/2019 11:59:06.574
Estimote Sensor,Killed Sensor at,08/06/2019 11:59:21.600
Estimote Service,Killed Estimote Service at,08/06/2019 11:59:21.612
Estimote Timer,Started Estimote Service at,08/06/2019 12:01:06.562
Estimote Timer,No Activity at 2,08/06/2019 12:01:06.588
Main Thread,Wifi is disabled at,08/06/2019 12:01:10.323
Sleep Button,Stopped Heart Rate Sensor while NOT charging at,08/06/2019 12:01:10.353
Sleep Button,Stopped Accelerometer Sensor while NOT charging at,08/06/2019 12:01:10.354
Sleep Button,Stopped Estimote Sensor while NOT charging at,08/06/2019 12:01:10.356
Estimote Timer,Stopped Estimote Timer at,08/06/2019 12:01:10.426
Estimote Sensor,Killed Sensor at,08/06/2019 12:01:21.622
Estimote Service,Killed Estimote Service at,08/06/2019 12:01:21.635
Main Activity,Failed to unregister battery information at,08/06/2019 12:01:40.255
Main Thread,Wifi is disabled at,08/06/2019 12:19:44.310
Sleep Button,Started Heart Rate Sensor while NOT charging at,08/06/2019 12:19:44.352
Sleep Button,Started Accelerometer Sensor while NOT charging at,08/06/2019 12:19:44.353
Sleep Button,Started Estimote Sensor while NOT charging at,08/06/2019 12:19:44.354
Estimote Timer,Started Estimote Service at,08/06/2019 12:19:44.431
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 12:19:44.453
Estimote Timer,Started Estimote Service at,08/06/2019 12:19:44.502
Estimote Timer,No Activity at 1,08/06/2019 12:19:44.496
Estimote Timer,No Activity at 2,08/06/2019 12:19:44.547
Estimote Sensor,Killed Sensor at,08/06/2019 12:19:59.610
Estimote Service,Killed Estimote Service at,08/06/2019 12:19:59.625
Heart Rate Sensor,Killed Sensor at,08/06/2019 12:20:14.596
Estimote Timer,Started Estimote Service at,08/06/2019 12:21:44.431
Estimote Timer,No Activity at 3,08/06/2019 12:21:44.445
Estimote Timer,Started Estimote Service at,08/06/2019 12:21:44.502
Estimote Timer,No Activity at 4,08/06/2019 12:21:44.515
Estimote Sensor,Killed Sensor at,08/06/2019 12:21:59.470
Estimote Service,Killed Estimote Service at,08/06/2019 12:21:59.483
Estimote Timer,Started Estimote Service at,08/06/2019 12:23:44.431
Estimote Timer,No Activity at 5,08/06/2019 12:23:44.443
Estimote Timer,Stopped the Estimote Timer,08/06/2019 12:23:44.452
Estimote Timer,Stopped Estimote Timer at,08/06/2019 12:23:44.463
Estimote Timer,Started Estimote Service at,08/06/2019 12:24:11.926
Estimote Timer,No Activity at 1,08/06/2019 12:24:11.942
Estimote Sensor,Killed Sensor at,08/06/2019 12:24:26.967
Estimote Service,Killed Estimote Service at,08/06/2019 12:24:26.981
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 12:24:44.452
Heart Rate Sensor,Killed Sensor at,08/06/2019 12:25:14.516
Estimote Timer,Started Estimote Service at,08/06/2019 12:26:11.926
Estimote Timer,No Activity at 2,08/06/2019 12:26:11.963
Estimote Sensor,Killed Sensor at,08/06/2019 12:26:26.994
Estimote Service,Killed Estimote Service at,08/06/2019 12:26:27.012
Estimote Timer,Started Estimote Service at,08/06/2019 12:28:11.928
Estimote Timer,No Activity at 3,08/06/2019 12:28:11.943
Estimote Sensor,Killed Sensor at,08/06/2019 12:28:26.997
Estimote Service,Killed Estimote Service at,08/06/2019 12:28:27.010
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 12:29:44.454
Estimote Timer,Started Estimote Service at,08/06/2019 12:30:11.929
Estimote Timer,No Activity at 4,08/06/2019 12:30:11.942
Heart Rate Sensor,Killed Sensor at,08/06/2019 12:30:14.524
Estimote Sensor,Killed Sensor at,08/06/2019 12:30:26.969
Estimote Service,Killed Estimote Service at,08/06/2019 12:30:26.981
Estimote Timer,Started Estimote Service at,08/06/2019 12:32:11.930
Estimote Timer,No Activity at 5,08/06/2019 12:32:11.943
Estimote Timer,Stopped the Estimote Timer,08/06/2019 12:32:11.953
Estimote Timer,Stopped Estimote Timer at,08/06/2019 12:32:11.964
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 12:34:44.454
Heart Rate Sensor,Killed Sensor at,08/06/2019 12:35:14.516
Estimote Timer,Started Estimote Service at,08/06/2019 12:39:42.254
Estimote Timer,No Activity at 1,08/06/2019 12:39:42.275
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 12:39:44.455
Estimote Sensor,Killed Sensor at,08/06/2019 12:39:57.309
Estimote Service,Killed Estimote Service at,08/06/2019 12:39:57.321
Heart Rate Sensor,Killed Sensor at,08/06/2019 12:40:14.527
Estimote Timer,Started Estimote Service at,08/06/2019 12:41:42.255
Estimote Timer,No Activity at 2,08/06/2019 12:41:42.270
Estimote Sensor,Killed Sensor at,08/06/2019 12:41:57.295
Estimote Service,Killed Estimote Service at,08/06/2019 12:41:57.354
Estimote Timer,Started Estimote Service at,08/06/2019 12:43:42.255
Estimote Timer,No Activity at 3,08/06/2019 12:43:42.271
Estimote Sensor,Killed Sensor at,08/06/2019 12:43:57.295
Estimote Service,Killed Estimote Service at,08/06/2019 12:43:57.311
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 12:44:44.457
Heart Rate Sensor,Killed Sensor at,08/06/2019 12:45:14.529
Estimote Timer,Started Estimote Service at,08/06/2019 12:45:42.256
Estimote Timer,No Activity at 4,08/06/2019 12:45:42.271
Estimote Sensor,Killed Sensor at,08/06/2019 12:45:57.297
Estimote Service,Killed Estimote Service at,08/06/2019 12:45:57.311
Estimote Timer,Started Estimote Service at,08/06/2019 12:47:42.257
Estimote Timer,No Activity at 5,08/06/2019 12:47:42.271
Estimote Timer,Stopped the Estimote Timer,08/06/2019 12:47:42.281
Estimote Timer,Stopped Estimote Timer at,08/06/2019 12:47:42.293
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 12:49:44.457
Heart Rate Sensor,Killed Sensor at,08/06/2019 12:50:14.541
Estimote Timer,Started Estimote Service at,08/06/2019 12:51:32.495
Estimote Timer,No Activity at 1,08/06/2019 12:51:32.510
Estimote Sensor,Killed Sensor at,08/06/2019 12:51:47.536
Estimote Service,Killed Estimote Service at,08/06/2019 12:51:47.550
Estimote Timer,Started Estimote Service at,08/06/2019 12:53:32.495
Estimote Timer,No Activity at 2,08/06/2019 12:53:32.510
Estimote Sensor,Killed Sensor at,08/06/2019 12:53:47.593
Estimote Service,Killed Estimote Service at,08/06/2019 12:53:47.606
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 12:54:44.460
Heart Rate Sensor,Killed Sensor at,08/06/2019 12:55:14.530
Estimote Timer,Started Estimote Service at,08/06/2019 12:55:32.497
Estimote Timer,No Activity at 3,08/06/2019 12:55:32.513
Estimote Sensor,Killed Sensor at,08/06/2019 12:55:47.538
Estimote Service,Killed Estimote Service at,08/06/2019 12:55:47.623
Estimote Timer,Started Estimote Service at,08/06/2019 12:57:32.500
Estimote Timer,No Activity at 4,08/06/2019 12:57:32.514
Estimote Sensor,Killed Sensor at,08/06/2019 12:57:47.541
Estimote Service,Killed Estimote Service at,08/06/2019 12:57:47.553
Estimote Timer,Started Estimote Service at,08/06/2019 12:59:32.501
Estimote Timer,No Activity at 5,08/06/2019 12:59:32.517
Estimote Timer,Stopped the Estimote Timer,08/06/2019 12:59:32.529
Estimote Timer,Stopped Estimote Timer at,08/06/2019 12:59:32.542
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 12:59:44.461
Heart Rate Sensor,Killed Sensor at,08/06/2019 13:00:14.520
Estimote Timer,Started Estimote Service at,08/06/2019 13:01:17.753
Estimote Timer,No Activity at 1,08/06/2019 13:01:17.766
Estimote Sensor,Killed Sensor at,08/06/2019 13:01:32.793
Estimote Service,Killed Estimote Service at,08/06/2019 13:01:32.809
Estimote Timer,Started Estimote Service at,08/06/2019 13:03:17.753
Estimote Timer,No Activity at 2,08/06/2019 13:03:17.768
Estimote Sensor,Killed Sensor at,08/06/2019 13:03:32.800
Estimote Service,Killed Estimote Service at,08/06/2019 13:03:32.812
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 13:04:44.461
Heart Rate Sensor,Killed Sensor at,08/06/2019 13:05:14.531
Estimote Timer,Started Estimote Service at,08/06/2019 13:05:17.753
Estimote Timer,No Activity at 3,08/06/2019 13:05:17.779
Estimote Sensor,Killed Sensor at,08/06/2019 13:05:32.809
Estimote Service,Killed Estimote Service at,08/06/2019 13:05:32.822
Estimote Timer,Started Estimote Service at,08/06/2019 13:07:17.754
Estimote Timer,No Activity at 4,08/06/2019 13:07:17.769
Estimote Sensor,Killed Sensor at,08/06/2019 13:07:32.795
Estimote Service,Killed Estimote Service at,08/06/2019 13:07:32.820
Estimote Timer,Started Estimote Service at,08/06/2019 13:09:17.756
Estimote Timer,No Activity at 5,08/06/2019 13:09:17.770
Estimote Timer,Stopped the Estimote Timer,08/06/2019 13:09:17.780
Estimote Timer,Stopped Estimote Timer at,08/06/2019 13:09:17.793
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 13:09:44.463
Heart Rate Sensor,Killed Sensor at,08/06/2019 13:10:14.533
Estimote Timer,Started Estimote Service at,08/06/2019 13:10:52.908
Estimote Timer,No Activity at 1,08/06/2019 13:10:52.923
Estimote Sensor,Killed Sensor at,08/06/2019 13:11:07.950
Estimote Service,Killed Estimote Service at,08/06/2019 13:11:07.967
Estimote Timer,Started Estimote Service at,08/06/2019 13:12:52.909
Estimote Timer,No Activity at 2,08/06/2019 13:12:52.939
Estimote Sensor,Killed Sensor at,08/06/2019 13:13:07.966
Estimote Service,Killed Estimote Service at,08/06/2019 13:13:07.979
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 13:14:44.466
Estimote Timer,Started Estimote Service at,08/06/2019 13:14:52.910
Estimote Timer,No Activity at 3,08/06/2019 13:14:52.925
Estimote Sensor,Killed Sensor at,08/06/2019 13:15:07.950
Estimote Service,Killed Estimote Service at,08/06/2019 13:15:07.970
Heart Rate Sensor,Killed Sensor at,08/06/2019 13:15:14.545
Estimote Timer,Started Estimote Service at,08/06/2019 13:16:52.912
Estimote Timer,No Activity at 4,08/06/2019 13:16:52.926
Estimote Sensor,Killed Sensor at,08/06/2019 13:17:07.949
Estimote Service,Killed Estimote Service at,08/06/2019 13:17:07.961
Estimote Timer,Started Estimote Service at,08/06/2019 13:18:52.914
Estimote Timer,No Activity at 5,08/06/2019 13:18:52.930
Estimote Timer,Stopped the Estimote Timer,08/06/2019 13:18:52.941
Estimote Timer,Stopped Estimote Timer at,08/06/2019 13:18:52.953
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 13:19:44.467
Heart Rate Sensor,Killed Sensor at,08/06/2019 13:20:14.527
Estimote Timer,Started Estimote Service at,08/06/2019 13:21:28.132
Estimote Timer,No Activity at 1,08/06/2019 13:21:28.144
Estimote Sensor,Killed Sensor at,08/06/2019 13:21:43.168
Estimote Service,Killed Estimote Service at,08/06/2019 13:21:43.181
Estimote Timer,Started Estimote Service at,08/06/2019 13:23:28.134
Estimote Timer,No Activity at 2,08/06/2019 13:23:28.149
Estimote Sensor,Killed Sensor at,08/06/2019 13:23:43.175
Estimote Service,Killed Estimote Service at,08/06/2019 13:23:43.187
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 13:24:44.469
Heart Rate Sensor,Killed Sensor at,08/06/2019 13:25:14.530
Estimote Timer,Started Estimote Service at,08/06/2019 13:25:28.132
Estimote Timer,No Activity at 3,08/06/2019 13:25:28.147
Estimote Sensor,Killed Sensor at,08/06/2019 13:25:43.172
Estimote Service,Killed Estimote Service at,08/06/2019 13:25:43.198
Estimote Timer,Started Estimote Service at,08/06/2019 13:27:28.133
Estimote Timer,No Activity at 4,08/06/2019 13:27:28.159
Estimote Sensor,Killed Sensor at,08/06/2019 13:27:43.185
Estimote Service,Killed Estimote Service at,08/06/2019 13:27:43.197
Estimote Timer,Started Estimote Service at,08/06/2019 13:29:28.135
Estimote Timer,No Activity at 5,08/06/2019 13:29:28.149
Estimote Timer,Stopped the Estimote Timer,08/06/2019 13:29:28.157
Estimote Timer,Stopped Estimote Timer at,08/06/2019 13:29:28.167
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 13:29:44.469
Heart Rate Sensor,Killed Sensor at,08/06/2019 13:30:14.539
Estimote Timer,Started Estimote Service at,08/06/2019 13:30:28.317
Estimote Timer,No Activity at 1,08/06/2019 13:30:28.331
Estimote Sensor,Killed Sensor at,08/06/2019 13:30:43.358
Estimote Service,Killed Estimote Service at,08/06/2019 13:30:43.371
Estimote Timer,Started Estimote Service at,08/06/2019 13:32:28.318
Estimote Timer,No Activity at 2,08/06/2019 13:32:28.336
Estimote Sensor,Killed Sensor at,08/06/2019 13:32:43.361
Estimote Service,Killed Estimote Service at,08/06/2019 13:32:43.373
Estimote Timer,Started Estimote Service at,08/06/2019 13:34:28.320
Estimote Timer,No Activity at 3,08/06/2019 13:34:28.332
Estimote Sensor,Killed Sensor at,08/06/2019 13:34:43.358
Estimote Service,Killed Estimote Service at,08/06/2019 13:34:43.388
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 13:34:44.470
Heart Rate Sensor,Killed Sensor at,08/06/2019 13:35:14.545
Estimote Timer,Started Estimote Service at,08/06/2019 13:36:28.320
Estimote Timer,No Activity at 4,08/06/2019 13:36:28.334
Estimote Sensor,Killed Sensor at,08/06/2019 13:36:43.360
Estimote Service,Killed Estimote Service at,08/06/2019 13:36:43.371
Estimote Timer,Started Estimote Service at,08/06/2019 13:38:28.320
Estimote Timer,No Activity at 5,08/06/2019 13:38:28.336
Estimote Timer,Stopped the Estimote Timer,08/06/2019 13:38:28.347
Estimote Timer,Stopped Estimote Timer at,08/06/2019 13:38:28.360
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 13:39:44.472
Heart Rate Sensor,Killed Sensor at,08/06/2019 13:40:14.530
Estimote Timer,Started Estimote Service at,08/06/2019 13:40:38.539
Estimote Timer,No Activity at 1,08/06/2019 13:40:38.555
Estimote Sensor,Killed Sensor at,08/06/2019 13:40:53.583
Estimote Service,Killed Estimote Service at,08/06/2019 13:40:53.610
Estimote Timer,Started Estimote Service at,08/06/2019 13:42:38.541
Estimote Timer,Starting the Estimote,08/06/2019 13:42:38.642
Estimote Sensor,Killed Sensor at,08/06/2019 13:42:53.667
Estimote Service,Killed Estimote Service at,08/06/2019 13:42:53.682
Estimote Timer,Started Estimote Service at,08/06/2019 13:44:38.542
Estimote Timer,No Activity at 1,08/06/2019 13:44:38.557
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 13:44:44.474
Estimote Sensor,Killed Sensor at,08/06/2019 13:44:53.601
